Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,,1,103999931,Квартира с ливингом,3,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,125 000 €,Белый вариант,,https://999.md/ru/103999931?location=subcategory&index=9595&cardCategoryId=270&cardSubcategoryId=1404,8,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, .",70 м²,,2,,Агентство,Новострой,,
Продам,Exfactor-grup,1,103828460,Квартира с ливингом,9,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,205 000 €,Eвроремонт,,https://999.md/ru/103828460?location=subcategory&index=9596&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13",74 м²,Oткрытое,1,,Застройщик,Новострой,Индивидуальная,
Продам,,1,102360742,Квартира с ливингом,14,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,145 000 €,Eвроремонт,,https://999.md/ru/102360742?location=subcategory&index=9597&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 22",106 м²,,3,,Застройщик,Новострой,Индивидуальная,
Продам,,,104199807,Квартира с ливингом,6,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,530 000 €,Eвроремонт,,https://999.md/ru/104199807?location=subcategory&index=9598&cardCategoryId=270&cardSubcategoryId=1404,11,"Кишинёв мун., Кишинёв, Центр, str. Ciuflea, 1/A",141 м²,Oткрытое,1,,Застройщик,Новострой,Индивидуальная,
Продам,,3,104004144,Квартира с ливингом,9,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,215 000 €,Eвроремонт,,https://999.md/ru/104004144?location=subcategory&index=9599&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Ботаника, Grenoble , 128/2",130 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,,2,104600023,Квартира с ливингом,7,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,169 500 €,Eвроремонт,,https://999.md/ru/104600023?location=subcategory&index=9600&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 257",84 м²,Подземная,,,Агентство,Новострой,,84 м²
Продам,,1,103931757,,1,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,76 000 €,,,https://999.md/ru/103931757?location=subcategory&index=9601&cardCategoryId=270&cardSubcategoryId=1404,6,"Кишинёв мун., Кишинёв, Телецентр, Hancesti, .",42 м²,Oткрытое,,,Агентство,Вторичный,,
Продам,,1,103881896,,3,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,127 700 €,Белый вариант,,https://999.md/ru/103881896?location=subcategory&index=9602&cardCategoryId=270&cardSubcategoryId=1404,17,Расположение,71 м²,,,,Агентство,Новострой,,
Продам,,1,103903026,Квартира с ливингом,1,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,104 500 €,Eвроремонт,,https://999.md/ru/103903026?location=subcategory&index=9603&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, .",54 м²,,,,Агентство,Новострой,,
Продам,,1,104012271,,1,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",Комната,,33 900 €,Eвроремонт,,https://999.md/ru/104012271?location=subcategory&index=9604&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 45/2",18 м²,,,,Агентство,Вторичный,,
