id,Количество этажей,Жилая площадь,Количество комнат,Адрес,Застройщик,Ливинг,link,Состояние квартиры,Балкон / лоджия,Автор объявления,Тип,Санузел,price,Планировка,title,Тип здания,Парковочное место,Высота потолков,Жилой фонд,Общая площадь,Этаж,Площадь кухни
102831939,6,,2-х комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",Astercon,Квартира с ливингом,https://999.md/ru/102831939?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTk2OTcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzE5MzkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMjA6MTQ6NTcuNTA2ODM2NDdaIn19.2-9KBWLdIWHJogp1DyBGmVUGE1qhu66D30-i-gNam7I&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,Белый вариант,2,Застройщик,Продам,2,103 397 €,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Ячеистый Бетон,Гараж,286 см,Новострой,77 м²,2,12 м²
104094849,5,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, ул. Академик Андрей Сахаров, 11/3",,,https://999.md/ru/104094849?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTk2OTcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTQ4NDkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYWU3Nzg5YWQtY2FhNS00ZjcyLTg0NDctODlmYzRlNGVlY2NhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIwOjE0OjU3LjUwNjg3NDE3OFoifX0.F5QstgI7lQxZaKK-Xgu1JxN_gmb8FgO7_YdUhdpE_eo&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,Eвроремонт,1,Частное лицо,Сдаю посуточно,,40 €,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,,,Вторичный,30 м²,1,
80000585,2,,Комната,Расположение,,,https://999.md/ru/80000585?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTk2OTcsIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MDAwMDU4NSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiIyMzU2NWFhZC1lYWFiLTQ5NmQtODA4Mi1mZmJlMTI0MGYyZTQiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDIwOjE0OjU3LjUwNjg5OTU5M1oifX0.6nugkU9SeZekv62YZrPOT43qe8LbF-3pJhH_2iYZMxo&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,Eвроремонт,,Частное лицо,Сдаю посуточно,1,600 MDL,,"Комната,  Центр,  Кишинёв,  Кишинёв мун.",,Oткрытое,,Вторичный,10 м²,2,
103982101,10,70 м²,3-х комнатная квартира,"Бельцы мун., Бельцы, 10 квартал, str. 1 Mai, 9/A",,,https://999.md/ru/103982101?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTk2OTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5ODIxMDEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiZWE1YmM2OTEtZjMxYy00ZjI1LWE0NzYtYWQzYjQ0NDFjZWVmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMDoxNDo1Ny41MDY5MTM1OTRaIn19.0WQqHQFKi5SU2QYPZT3SkhY4NCl3kuxYZ4IYf8gOIpg&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,,,Частное лицо,Продам,,80 000 €,,"3-х комнатная квартира,  10 квартал,  Бельцы,  Бельцы мун.",,,,Вторичный,70 м²,2,
89795411,9,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Cojocarilor, 20",,Квартира с ливингом,https://999.md/ru/89795411?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTk2OTcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTc5NTQxMSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InByZW1pdW0iLCJsIjoiMWNiZjkwMzctODQ5Ny00ZGRlLWE0NDgtZjliY2MxOGRlOGZlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIwOjE0OjU3LjUwNjQzOTQ3NFoifX0.ShGYX8TDi-61KCHk1uQvgYrcjF0PfmfL8TgX8I7S-6s&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=1,,,Агентство,Сдаю посуточно,,600 MDL,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,,Новострой,45 м²,7,
103655941,5,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Suceava, 110",,Квартира с ливингом,https://999.md/ru/103655941?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTk2OTcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NTU5NDEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImMyMTljOGY3LTU4ZTgtNDQxOS05YTZjLWM5ZmU3ZTlhZTNmNyIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQyMDoxNDo1Ny41MDY0ODE5MThaIn19.Wa4JY7tFAvnUCqdz6-Rk9zvxocO4ApVnKUQ_xDrw28g&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=2,Eвроремонт,2,Агентство,Продам,1,127 000 €,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Kотельцовый,,,Вторичный,72 м²,4,
104084444,5,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Старая Почта, str. Gheorghe Madan, 46/3",,,https://999.md/ru/104084444?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTk2OTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwODQ0NDQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYmRiZThhZDQtODliNi00OTk5LWEyZDUtMWMyZGU3YzVjZTc5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMDoxNDo1Ny41MDY0OTk2NjZaIn19.ZA9xay-nqHV5IDZBKlwTRhXPCtEznKKAl0IzVEDGwbU&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=3,,,Агентство,Продам,,89 500 €,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,,,Вторичный,50 м²,4,
104033884,9,67 м²,3-х комнатная квартира,"Бельцы мун., Бельцы, 10 квартал, str. Suceava, 3",,Квартира с ливингом,https://999.md/ru/104033884?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTk2OTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMzM4ODQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYjhjMjRiZmItNGVhNy00NjFmLWJmZWQtZTQ0M2IzZDA0MDI2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDIwOjE0OjU3LjUwNjUyOTAwMloifX0.FXuOxS9sQDXwnjmvT6G_0jwrU-ym1d-2HNH-gttx0SM&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=4,Eвроремонт,,Частное лицо,Продам,,89 900 €,Мс (Молд. Серия),"3-х комнатная квартира,  10 квартал,  Бельцы,  Бельцы мун.",Бетон,,,Вторичный,70 м²,8,
103717515,11,,2-х комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 99/5",,Квартира с ливингом,https://999.md/ru/103717515?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTk2OTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3MTc1MTUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiZThjZGI4NDMtMDg5OC00NzM4LWExZTgtOGZmMTQxODMwN2U5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDIwOjE0OjU3LjUwNjY3MjA1M1oifX0.J7gXPfIxho0qM4_jv2VeZ8DN7uykmFjHu7IW9K-4ywY&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=5,Белый вариант,1,Частное лицо,Продам,1,52 000 €,Индивидуальная,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,,,Новострой,55 м²,4,
103996333,2,73 м²,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, ул. Поштей, 92",,Квартира с ливингом,https://999.md/ru/103996333?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTk2OTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5OTYzMzMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiOWZkMDQ3MjQtOTM1Zi00YjAxLTk4MGEtM2UyZDBiODc4ODEwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMDoxNDo1Ny41MDY2ODY5OTRaIn19.9JjhQNLrtIasBzWHhqdSjOlKwU5hgXDOOSMSQ_lKKg4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=6,Eвроремонт,1,Частное лицо,Продам,1,82 900 €,Индивидуальная,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Kотельцовый,Oткрытое,,Вторичный,90 м²,2,
