Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,,,104591892,,12,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,85 000 €,,,https://999.md/ru/104591892?location=subcategory&index=11779&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 15/2",59 м²,,,,Частное лицо,Вторичный,,
Продам,Loid,,104591880,Квартира с ливингом,9,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,179 000 €,Сдан в эксплуатацию,Kирпичный,https://999.md/ru/104591880?location=subcategory&index=11780&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 5/1",90 м²,,,,Агентство,Новострой,,
Продам,,1,104591858,Квартира с ливингом,8,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,175 000 €,Eвроремонт,,https://999.md/ru/104591858?location=subcategory&index=11781&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25",75 м²,,,,Агентство,Новострой,,
Продам,,1,104364737,Квартира с ливингом,3,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,114 900 €,Eвроремонт,,https://999.md/ru/104364737?location=subcategory&index=11782&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Ботаника, str. Ghica Vodă, 5",42 м²,,1,,Агентство,Новострой,,
Продам,,1,104415050,,6,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,145 000 €,Eвроремонт,,https://999.md/ru/104415050?location=subcategory&index=11783&cardCategoryId=270&cardSubcategoryId=1404,7,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, /",76 м²,Oткрытое,1,,Агентство,Вторичный,Индивидуальная,
Продам,,2,103447152,Квартира с ливингом,1,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,179 000 €,Eвроремонт,,https://999.md/ru/103447152?location=subcategory&index=11784&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, .",86 м²,,1,,Агентство,Новострой,,
Продам,,2,104193515,Квартира с ливингом,9,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,179 900 €,Индивидуальный дизайн,,https://999.md/ru/104193515?location=subcategory&index=11785&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolae Dimo, 24",94 м²,Oткрытое,1,,Застройщик,Новострой,,
Продам,,,104591809,,2,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,67 900 €,,,https://999.md/ru/104591809?location=subcategory&index=11786&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Старая Почта, str. Doina, 150/4",38 м²,,,,Агентство,Вторичный,,
Продам,Rodaris Pro,2,102030309,Квартира с ливингом,3,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,270 см,120 540 €,Белый вариант,Ячеистый Бетон,https://999.md/ru/102030309?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE1OTcyNzAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIwMzAzMDkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiNGM0NTRhYWQtMjE0OC00ZTMwLWEzYjQtZDU4YjFkYTRhNTliIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNlQwNzowNzo1MC44OTg4NjIzMzJaIn19.FVRqxKlHxcPRFkCsWIY3f-onAByGqmCqrJOP6IVir-s&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=11787&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Буюканы, str. Tudor Vladimirescu, 19",82 м²,Подземная,1,,Застройщик,Новострой,Индивидуальная,81 м²
Продам,,,103414902,,7,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",2-х комнатная квартира,,46 000 €,,,https://999.md/ru/103414902?location=subcategory&index=11788&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",48 м²,,,,Частное лицо,Новострой,,
Продам,Exfactor-grup,2,104073231,,7,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,131 900 €,Белый вариант,,https://999.md/ru/104073231?location=subcategory&index=11789&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13",72 м²,Подземная,,,Застройщик,Новострой,,
Продам,,,100041007,Квартира с ливингом,9,"4-x комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",4-x комнатная квартира,,144 353 €,,,https://999.md/ru/100041007?location=subcategory&index=11790&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 4",119 м²,,,,Застройщик,Новострой,,
Продам,,2,104591748,,5,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,97 000 €,Косметический pемонт,Панельный,https://999.md/ru/104591748?location=subcategory&index=11791&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Центр, str. Albisoara, 78/1",56 м²,Oткрытое,1,,Агентство,Вторичный,143,
Продам,,1,103945037,,5,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,94 900 €,Косметический pемонт,,https://999.md/ru/103945037?location=subcategory&index=11792&cardCategoryId=270&cardSubcategoryId=1404,5,Расположение,70 м²,Oткрытое,,,Агентство,Вторичный,,70 м²
Продам,,3,104476559,,9,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,276 700 €,Eвроремонт,,https://999.md/ru/104476559?location=subcategory&index=11793&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, /",161 м²,Oткрытое,2,,Агентство,Новострой,Индивидуальная,
