Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
1,Eвроремонт,1,Индивидуальная,,Агентство,104267159,https://999.md/ru/104267159?location=subcategory&index=1561&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,6,12,46 м²,1-комнатная квартира,Oткрытое,Новострой,Varincom,,,114 175 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Nicolae Dimo, 13A"
1,Белый вариант,2,,,Застройщик,103559851,https://999.md/ru/103559851?location=subcategory&index=1562&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,1,9,50 м²,1-комнатная квартира,Подземная,Новострой,Exfactor-grup,,,85 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
1,Белый вариант,1,,,Агентство,102032737,https://999.md/ru/102032737?location=subcategory&index=1563&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,15,17,89 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,139 900 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Ginta Latina, 8"
1,Белый вариант,2,Индивидуальная,,Агентство,103833739,https://999.md/ru/103833739?location=subcategory&index=1564&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,6,8,84 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,108 290 €,,Продам,"2-х комнатная квартира,  Окраина,  Яловены,  Яловены","Яловены, Яловены, Окраина, Basarabia, 9"
1,Без ремонта,1,Хрущевка,,Агентство,104456306,https://999.md/ru/104456306?location=subcategory&index=1565&cardCategoryId=270&cardSubcategoryId=1404,Панельный,4,5,59 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,89 500 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Paris, 51"
2,Белый вариант,2,Индивидуальная,,Агентство,103472287,https://999.md/ru/103472287?location=subcategory&index=1566&cardCategoryId=270&cardSubcategoryId=1404,,5,10,72 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,104 500 €,,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, Ceucari, 1"
2,Косметический pемонт,2,Индивидуальная,,Агентство,102031450,https://999.md/ru/102031450?location=subcategory&index=1567&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,9,65 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,111 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, Bulevardul Ștefan cel Mare și Sfânt, 3"
1,Eвроремонт,1,Индивидуальная,,Агентство,103887027,https://999.md/ru/103887027?location=subcategory&index=1568&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,5,48 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,83 000 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Minsk, 47"
,Белый вариант,,,280 см,Застройщик,80068279,https://999.md/ru/80068279?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjY3OTUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MDA2ODI3OSIsImkiOiI4OS4xNDkuOTEuMTYyIiwicyI6ImRlc2t0b3BfcmVkZXNpZ24iLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InByZW1pdW0iLCJsIjoiZWJiNjZjMWUtOWI2NC00YWQwLWE0MGEtMjY4YTQ5YzE4MmI2IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNFQxODo1MzoxNS41NTQwNzI4ODZaIn19.RbBXZDx4ifmR2LWn5-lj7V8deJkcPwXN1CzXXa7Ekgk&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1569&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,2,7,75 м²,2-х комнатная квартира,,Новострой,Boiar House,,,74 382 €,,Продам,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.","Кишинёв мун., Криково, Центр, str. Calea Basarabiei, 2A"
2,Eвроремонт,2,Индивидуальная,,Агентство,103614788,https://999.md/ru/103614788?location=subcategory&index=1570&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,2,14,90 м²,3-х комнатная квартира,Oткрытое,Новострой,Eldorado Terra,,,155 000 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Ginta Latină, 19/4"
,Eвроремонт,1,,,Агентство,102501186,https://999.md/ru/102501186?location=subcategory&index=1571&cardCategoryId=270&cardSubcategoryId=1404,,18,20,89 м²,2-х комнатная квартира,,Новострой,,,,295 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Bogdan Petriceicu Hașdeu, 20"
Нет,Косметический pемонт,1,Индивидуальная,,Агентство,102155016,https://999.md/ru/102155016?location=subcategory&index=1572&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,1,1,60 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,85 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, Alexei Sciusev, 32"
Нет,Eвроремонт,2,,,Агентство,103283504,https://999.md/ru/103283504?location=subcategory&index=1573&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,4,11,90 м²,2-х комнатная квартира,Подземная,Новострой,Estate Invest Company,,,155 000 €,,Продам,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Окраина, Ialoveni, 136"
