Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,,1,101937070,Квартира с ливингом,7,"2-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",2-х комнатная квартира,,133 650 €,Белый вариант,,https://999.md/ru/101937070?location=subcategory&index=3433&cardCategoryId=270&cardSubcategoryId=1404,7,"Кишинёв мун., Кодру, Центр, ул. Кобзарилор, 100",81 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,,2,101972633,Квартира с ливингом,2,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,129 500 €,Белый вариант,,https://999.md/ru/101972633?location=subcategory&index=3434&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Чокана, ул. Вадул луй Водэ, 30",82 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,,1,102561723,,10,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,80 000 €,Eвроремонт,,https://999.md/ru/102561723?location=subcategory&index=3435&cardCategoryId=270&cardSubcategoryId=1404,11,"Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 0",50 м²,,1,,Агентство,Вторичный,,
Продам,Exfactor-grup,1,101717591,Квартира с ливингом,8,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,190 000 €,Eвроремонт,,https://999.md/ru/101717591?location=subcategory&index=3436&cardCategoryId=270&cardSubcategoryId=1404,11,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28f",70 м²,Oткрытое,1,,Агентство,Новострой,Индивидуальная,
Продам,Horus,1,102105005,Квартира с ливингом,17,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,120 900 €,Белый вариант,,https://999.md/ru/102105005?location=subcategory&index=3437&cardCategoryId=270&cardSubcategoryId=1404,18,"Кишинёв мун., Кишинёв, Рышкановка, ул. Тудор Владимиреску, 1",81 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,Sky House,2,102195227,Квартира без ливинга,7,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,130 500 €,Белый вариант,,https://999.md/ru/102195227?location=subcategory&index=3438&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Ботаника, str. Diminetii, 1",79 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,,1,104181554,Квартира с ливингом,7,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,140 000 €,Eвроремонт,,https://999.md/ru/104181554?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE1NTUyNTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxODE1NTQiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiODNmZWE1YzgtNDZlNS00NmFkLWI3OWUtYzJmZDQ3MmI2OTM4IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNVQxOToyNzozMC45MjkwNTY1NjFaIn19.jYH17Cm1--85yD5pqeGVDHMZgrwM6_kUPbb7MIMmxMY&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3439&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi, 27",57 м²,Oткрытое,,,Застройщик,Новострой,,
Продам,Exfactor-grup,2,102122699,Квартира с ливингом,1,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,175 000 €,Eвроремонт,,https://999.md/ru/102122699?location=subcategory&index=3440&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Буюканы, ул. Ион Буздуган, 13",72 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,,1,102112101,Квартира с ливингом,2,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,80 600 €,Белый вариант,,https://999.md/ru/102112101?location=subcategory&index=3441&cardCategoryId=270&cardSubcategoryId=1404,11,"Кишинёв мун., Кишинёв, Чокана, str. Bucovinei, 1",52 м²,Oткрытое,Нет,,Агентство,Новострой,,
Продам,,1,102130941,Квартира без ливинга,9,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",Комната,,81 500 €,Eвроремонт,,https://999.md/ru/102130941?location=subcategory&index=3442&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Ботаника, пр-т Дачия, 60/12",42 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,Lagmar Impex,2,102102657,Квартира с ливингом,5,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,108 750 €,Белый вариант,,https://999.md/ru/102102657?location=subcategory&index=3443&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Кишинёв, Рышкановка, ул. Каля Мошилор, 4",75 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,,2,102104050,Квартира с ливингом,12,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,112 500 €,Белый вариант,,https://999.md/ru/102104050?location=subcategory&index=3444&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Кишинёв, Рышкановка, ул. Каля Мошилор, 4",84 м²,Oткрытое,2,,Агентство,Новострой,,
Продам,,1,102113862,Квартира с ливингом,3,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,108 750 €,Белый вариант,,https://999.md/ru/102113862?location=subcategory&index=3445&cardCategoryId=270&cardSubcategoryId=1404,11,"Кишинёв мун., Кишинёв, Чокана, str. Bucovinei, 1",75 м²,Oткрытое,Нет,,Агентство,Новострой,,
Продам,,2,100207203,Квартира с ливингом,10,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,259 900 €,Eвроремонт,,https://999.md/ru/100207203?location=subcategory&index=3446&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 7",117 м²,Oткрытое,,,Агентство,Новострой,,
Продам,Estate Invest Company,,101274333,Квартира с ливингом,8,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,82 400 €,Белый вариант,,https://999.md/ru/101274333?location=subcategory&index=3447&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 134",80 м²,,,,Застройщик,Новострой,,
Продам,,1,100432121,Квартира с ливингом,2,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,490 000 €,Eвроремонт,,https://999.md/ru/100432121?location=subcategory&index=3448&cardCategoryId=270&cardSubcategoryId=1404,8,"Кишинёв мун., Кишинёв, Центр, ул. Александру чел Бун, 49/2",149 м²,Oткрытое,Нет,,Агентство,Новострой,,
Продам,,1,86021700,,1,"2-х комнатная квартира,  Центр,  Криуляны,  Криуляны",2-х комнатная квартира,,55 176 €,Белый вариант,,https://999.md/ru/86021700?location=subcategory&index=3449&cardCategoryId=270&cardSubcategoryId=1404,7,"Криуляны, Криуляны, Центр, bd. Biruinței, 0",62 м²,,1,,Агентство,Новострой,,
Продам,,1,89259371,Квартира без ливинга,1,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,180 000 €,Белый вариант,,https://999.md/ru/89259371?location=subcategory&index=3450&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Центр, str. Melestiu, 0",63 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,Estate Invest Company,,101274448,Квартира с ливингом,6,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,72 360 €,Белый вариант,,https://999.md/ru/101274448?location=subcategory&index=3451&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 134",67 м²,,,,Застройщик,Новострой,,
Продам,Estate Invest Company,,101274733,Квартира с ливингом,12,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,87 740 €,Белый вариант,,https://999.md/ru/101274733?location=subcategory&index=3452&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 134",82 м²,,,,Застройщик,Новострой,,
Продам,,1,104019551,,2,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,111 900 €,Eвроремонт,,https://999.md/ru/104019551?location=subcategory&index=3453&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Телецентр, str. Academiei, /",57 м²,Oткрытое,1,,Агентство,Вторичный,,
