Застройщик,Тип здания,link,Парковочное место,title,Ливинг,Санузел,Количество этажей,Общая площадь,Состояние квартиры,Жилой фонд,Площадь кухни,Количество комнат,price,Адрес,Высота потолков,Тип,Жилая площадь,id,Этаж,Автор объявления,Балкон / лоджия,Планировка
,,https://999.md/ru/100964779?location=subcategory&index=4915&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"3-х комнатная квартира,  Центр,  Яловены,  Яловены",Квартира с ливингом,2,4,119 м²,Белый вариант,Новострой,27 м²,3-х комнатная квартира,113 568 €,"Яловены, Яловены, Центр, str. Suceava, 5",290 см,Продам,,100964779,2,Застройщик,1,
,,https://999.md/ru/100964731?location=subcategory&index=4916&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",Квартира с ливингом,1,4,73 м²,Белый вариант,Новострой,26 м²,2-х комнатная квартира,105 038 €,"Яловены, Яловены, Центр, str. Suceava, 5",290 см,Продам,,100964731,2,Застройщик,1,
,Kотельцовый,https://999.md/ru/104295437?location=subcategory&index=4917&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,7,45 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,77 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Academician Andrei Saharov, 11/2",,Продам,,104295437,6,Агентство,1,
,,https://999.md/ru/104208386?location=subcategory&index=4918&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,,5,56 м²,Без ремонта,Вторичный,,1-комнатная квартира,67 200 €,"Кишинёв мун., Кишинёв, Телецентр, str. Sfânta Vineri, -",,Продам,,104208386,2,Агентство,,
,,https://999.md/ru/104309541?location=subcategory&index=4919&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Пэмынтены,  Бельцы,  Бельцы мун.",,,5,40 м²,,Вторичный,,2-х комнатная квартира,49 000 €,"Бельцы мун., Бельцы, Пэмынтены, str. Viilor, 2",,Продам,,104309541,4,Агентство,,
,,https://999.md/ru/104486479?location=subcategory&index=4920&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,9,44 м²,Нуждается в ремонте,Вторичный,,1-комнатная квартира,65 000 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15",,Продам,,104486479,5,Частное лицо,,
,,https://999.md/ru/103388913?location=subcategory&index=4921&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,13,86 м²,Eвроремонт,Новострой,,3-х комнатная квартира,175 000 €,"Кишинёв мун., Кишинёв, Ботаника, пр-т Куза Водэ, 13/3",,Продам,,103388913,6,Агентство,2,
,,https://999.md/ru/103454023?location=subcategory&index=4922&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,5,50 м²,Косметический pемонт,Вторичный,,2-х комнатная квартира,85 500 €,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, /",,Продам,,103454023,4,Агентство,1,Индивидуальная
,,https://999.md/ru/103609847?location=subcategory&index=4923&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,1,5,44 м²,Косметический pемонт,Вторичный,,2-х комнатная квартира,80 000 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Николай Зелински, 33/2",,Продам,,103609847,1,Агентство,,
Estate Invest Company,,https://999.md/ru/104211482?location=subcategory&index=4924&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,9,52 м²,,Новострой,,2-х комнатная квартира,120 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 136",,Продам,,104211482,7,Застройщик,,
Estate Invest Company,,https://999.md/ru/104031000?location=subcategory&index=4925&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,15,56 м²,,Новострой,,1-комнатная квартира,75 600 €,"Кишинёв мун., Кишинёв, Чокана, ул. Буковина, 5",,Продам,,104031000,4,Застройщик,,
,,https://999.md/ru/100681233?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzMwNzEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2ODEyMzMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImZjYzBjMzkyLWI5NWItNDJmNC04MTQyLTIxNDE0Y2I0YTQ0MiIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMjA6Mzc6NTEuNjExNzM1MjM2WiJ9fQ.IkwAIFadUjMGfBOCsYp1w0Wnft7QfZ-YHiKsdURVhpU&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4926&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,10,94 м²,,Новострой,,2-х комнатная квартира,950 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Sulac, 8A",,Сдаю помесячно,,100681233,6,Частное лицо,,
SV Grup,Kомбинированный,https://999.md/ru/103963088?location=subcategory&index=4927&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,9,70 м²,Eвроремонт,Новострой,,2-х комнатная квартира,154 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Lipcani, 1",,Продам,,103963088,6,Застройщик,1,Индивидуальная
Dansicons,Kотельцовый,https://999.md/ru/104495788?location=subcategory&index=4928&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",Квартира с ливингом,2,6,77 м²,Eвроремонт,Новострой,,2-х комнатная квартира,131 000 €,"Кишинёв мун., Ставчены, Центр, str. Mihail Frunze, 1/K1",,Продам,,104495788,4,Агентство,1,
,,https://999.md/ru/104596133?location=subcategory&index=4929&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,5,47 м²,Нуждается в ремонте,Вторичный,7 м²,2-х комнатная квартира,71 000 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Traian, 9",,Продам,,104596133,4,Агентство,2,Брж (Брежневка)
,Kирпичный,https://999.md/ru/103292042?location=subcategory&index=4930&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,1,6,67 м²,Белый вариант,Новострой,,2-х комнатная квартира,100 800 €,"Кишинёв мун., Кишинёв, Буюканы, Durlesti, -",,Продам,,103292042,4,Агентство,1,
Dansicons,,https://999.md/ru/104322395?location=subcategory&index=4931&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев",,2,7,122 м²,Eвроремонт,Новострой,,2-х комнатная квартира,98 700 €,"Оргеев, Оргеев, Центр, str. Constantin Negruzzi, 91",,Продам,,104322395,1,Агентство,,
,,https://999.md/ru/103769822?location=subcategory&index=4932&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев",,1,5,55 м²,,Вторичный,,2-х комнатная квартира,65 000 €,"Оргеев, Оргеев, Центр, str. Mihail Sadoveanu, 26/B",,Продам,,103769822,5,Агентство,,
Dansicons,,https://999.md/ru/103641504?location=subcategory&index=4933&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев",Квартира с ливингом,1,6,66 м²,Eвроремонт,Новострой,,2-х комнатная квартира,118 900 €,"Оргеев, Оргеев, Центр, str. Constantin Negruzzi, 91",,Продам,,103641504,4,Агентство,1,
,,https://999.md/ru/103641201?location=subcategory&index=4934&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев",,1,6,54 м²,Eвроремонт,Новострой,,2-х комнатная квартира,98 900 €,"Оргеев, Оргеев, Центр, str. Constantin Negruzzi, 91",,Продам,,103641201,6,Агентство,1,
Inamstro,Kирпичный,https://999.md/ru/88742653?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzMwNzEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4ODc0MjY1MyIsImkiOiI4OS4xNDkuOTEuMTYyIiwicyI6ImRlc2t0b3BfcmVkZXNpZ24iLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InByZW1pdW0iLCJsIjoiYWUyMDEyMTItMWI2Ni00YTU1LWFmNTAtYjVhNDZjMWFmNGYwIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQyMDozNzo1MS42MTE4Mjg4MTJaIn19.-JMG7wTNPEEm-_MRaPz543M40RoK2lzodyX6GAkU_nI&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4935&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,14,75 м²,Eвроремонт,Новострой,,2-х комнатная квартира,236 900 €,"Кишинёв мун., Кишинёв, Центр, str. Calea Ieșilor, 6",,Продам,,88742653,2,Агентство,,Индивидуальная
,,https://999.md/ru/103238650?location=subcategory&index=4936&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,9,75 м²,Eвроремонт,Новострой,,3-х комнатная квартира,199 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Ghica Vodă, 3",,Продам,,103238650,2,Агентство,,
,,https://999.md/ru/102680283?location=subcategory&index=4937&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Центр,  Оргеев,  Оргеев",,1,2,28 м²,,Вторичный,,1-комнатная квартира,36 500 €,"Оргеев, Оргеев, Центр, str. Vasile Lupu, 6",,Продам,,102680283,1,Агентство,,
,,https://999.md/ru/101962390?location=subcategory&index=4938&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,8,53 м²,Eвроремонт,Новострой,,2-х комнатная квартира,143 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Ghica Vodă, 5",,Продам,,101962390,7,Агентство,,
,,https://999.md/ru/103697711?location=subcategory&index=4939&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,,10,40 м²,Eвроремонт,Новострой,,1-комнатная квартира,78 900 €,"Кишинёв мун., Кишинёв, Телецентр, șos Hâncesti, -142/B",,Продам,,103697711,10,Агентство,1,
Inamstro,,https://999.md/ru/104545517?location=subcategory&index=4940&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,1,15,69 м²,Белый вариант,Новострой,,2-х комнатная квартира,124 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 16",,Продам,,104545517,12,Частное лицо,,
Inamstro,,https://999.md/ru/104544098?location=subcategory&index=4941&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,16,66 м²,,Новострой,,2-х комнатная квартира,119 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 16",,Продам,,104544098,11,Частное лицо,,
,,https://999.md/ru/104606990?location=subcategory&index=4942&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,9,18 м²,,Вторичный,,1-комнатная квартира,43 900 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 28/2",,Продам,,104606990,1,Агентство,,
Inamstro,,https://999.md/ru/104064089?location=subcategory&index=4943&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",,1,11,60 м²,,Новострой,,2-х комнатная квартира,185 000 €,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 6/D",270 см,Продам,,104064089,4,Частное лицо,1,
Estate Invest Company,,https://999.md/ru/103755058?location=subcategory&index=4944&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,12,52 м²,Eвроремонт,Новострой,,1-комнатная квартира,109 900 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 136",270 см,Продам,,103755058,11,Частное лицо,Нет,Индивидуальная
