Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,Braus Imobiliare,1,101862252,Квартира с ливингом,14,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,131 900 €,Eвроремонт,Kирпичный,https://999.md/ru/101862252?location=subcategory&index=7645&cardCategoryId=270&cardSubcategoryId=1404,22,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 15",48 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,,1,101855351,Квартира с ливингом,2,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,260 000 €,Eвроремонт,,https://999.md/ru/101855351?location=subcategory&index=7646&cardCategoryId=270&cardSubcategoryId=1404,6,"Кишинёв мун., Кишинёв, Телецентр, ул. Чокырлией, 19",102 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,Estate Invest Company,,87741820,Квартира с ливингом,3,"2-х комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.",2-х комнатная квартира,,108 570 €,Белый вариант,Kирпичный,https://999.md/ru/87741820?location=subcategory&index=7647&cardCategoryId=270&cardSubcategoryId=1404,6,"Кишинёв мун., Думбрава, Центр, -, -",77 м²,,1,,Застройщик,Новострой,,
Продам,,2,104608308,Квартира без ливинга,4,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,270 см,144 900 €,Индивидуальный дизайн,Панельный,https://999.md/ru/104608308?location=subcategory&index=7648&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 1/1",78 м²,Oткрытое,1,10 м²,Агентство,Вторичный,Индивидуальная,68 м²
,,,104608307,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,,61 900 €,,,https://999.md/ru/104608307?location=subcategory&index=7649&cardCategoryId=270&cardSubcategoryId=1404,,,,,,,,,,
Продам,,1,101417277,Квартира без ливинга,12,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,174 000 €,Eвроремонт,,https://999.md/ru/101417277?location=subcategory&index=7650&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, .",60 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,,,102684162,,2,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,130 872 €,,,https://999.md/ru/102684162?location=subcategory&index=7651&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Mosilor, 4",80 м²,,,,Агентство,Новострой,,
Продам,Rodaris Pro,1,102029944,Квартира с ливингом,8,"Комната,  Буюканы,  Кишинёв,  Кишинёв мун.",Комната,270 см,74 250 €,Белый вариант,Ячеистый Бетон,https://999.md/ru/102029944?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE1NjI0NjQsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIwMjk5NDQiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiNGM0NTRhYWQtMjE0OC00ZTMwLWEzYjQtZDU4YjFkYTRhNTliIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNVQyMToyNzo0NC41NTYyMzcyODhaIn19.jINgsNRhujOhSwpA32t_92YHtrn7CSJKaZlHsrnP_Tk&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=7652&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Буюканы, str. Tudor Vladimirescu, 19",45 м²,Подземная,1,,Застройщик,Новострой,Индивидуальная,44 м²
Продам,,1,104608278,,14,"Комната,  Буюканы,  Кишинёв,  Кишинёв мун.",Комната,,29 900 €,Нуждается в ремонте,,https://999.md/ru/104608278?location=subcategory&index=7653&cardCategoryId=270&cardSubcategoryId=1404,17,"Кишинёв мун., Кишинёв, Буюканы, Piața Unirii Principatelor, 1",18 м²,,,,Застройщик,Вторичный,,
Продам,Lagmar Impex,1,104139559,Квартира с ливингом,11,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,123 200 €,Белый вариант,Бетон,https://999.md/ru/104139559?location=subcategory&index=7654&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Moșilor, 4",56 м²,Подземная,Нет,14 м²,Частное лицо,Новострой,,42 м²
