Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,Savvides Monark,1,104133249,Квартира с ливингом,8,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,320 см,200 000 €,Eвроремонт,Kомбинированный,https://999.md/ru/104133249?location=subcategory&index=20905&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Центр, ул. Анестиаде, 3",108 м²,,1,,Частное лицо,Новострой,,
Продам,,1,104412319,,3,"3-х комнатная квартира,  Северный,  Бендеры,  Бендеры мун.",3-х комнатная квартира,,19 000 €,,Kотельцовый,https://999.md/ru/104412319?location=subcategory&index=20906&cardCategoryId=270&cardSubcategoryId=1404,5,"Бендеры мун., Бендеры, Северный, Северный, 15",64 м²,,3,6 м²,Частное лицо,Вторичный,Рубашка,43 м²
Продам,,1,104412282,Квартира с ливингом,2,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",1-комнатная квартира,,98 500 €,Eвроремонт,,https://999.md/ru/104412282?location=subcategory&index=20907&cardCategoryId=270&cardSubcategoryId=1404,7,"Кишинёв мун., Дурлешты, Центр, Regina Elisabeta, .",44 м²,Oткрытое,1,,Агентство,Новострой,Индивидуальная,
Продам,,1,104412258,,1,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,89 900 €,Eвроремонт,,https://999.md/ru/104412258?location=subcategory&index=20908&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Pelivan, 15",45 м²,,,,Агентство,Вторичный,,
Продам,,2,104412244,,10,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,180 000 €,Eвроремонт,,https://999.md/ru/104412244?location=subcategory&index=20909&cardCategoryId=270&cardSubcategoryId=1404,11,"Кишинёв мун., Кишинёв, Телецентр, str. Grenoble, 5",112 м²,,,,Застройщик,Новострой,,
Продам,,2,104412173,Квартира с ливингом,7,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,169 500 €,Eвроремонт,,https://999.md/ru/104412173?location=subcategory&index=20910&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 257",84 м²,Подземная,,,Агентство,Новострой,,84 м²
Продам,Inamstro,2,103758618,,1,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,290 000 €,Eвроремонт,,https://999.md/ru/103758618?location=subcategory&index=20911&cardCategoryId=270&cardSubcategoryId=1404,7,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, /",94 м²,Oткрытое,2,20 м²,Агентство,Новострой,Индивидуальная,
Сдаю помесячно,Exfactor-grup,,103592999,Квартира с ливингом,3,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,3000 см,649 €,Eвроремонт,Kирпичный,https://999.md/ru/103592999?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE2MTYxMjcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1OTI5OTkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNDg4ODc2YTgtNjI2Zi00NjAzLTk2YTUtZDg3NzY4MzcwMGI5IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE2VDEyOjIyOjA3LjIyNDYxODQ3OFoifX0.PRiSMvDeDWk5N7ZMyzl4QqVsZko2_ER94cSjiJoiTfo&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=20912&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 31/5",78 м²,Под навесом,1,15 м²,Частное лицо,Новострой,Индивидуальная,63 м²
Продам,,2,104412125,Квартира с ливингом,4,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,156 500 €,Eвроремонт,,https://999.md/ru/104412125?location=subcategory&index=20913&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 37.0",92 м²,Oткрытое,,,Агентство,Новострой,,92 м²
Продам,,,103899290,Квартира с ливингом,2,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,104 700 €,Eвроремонт,,https://999.md/ru/103899290?location=subcategory&index=20914&cardCategoryId=270&cardSubcategoryId=1404,4,"Кишинёв мун., Кишинёв, Рышкановка, str. Dumitru Rîșcanu, 6",60 м²,Oткрытое,1,,Агентство,Вторичный,,
