Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,,,104622675,,5,"2-х комнатная квартира,  8 квартал,  Бельцы,  Бельцы мун.",2-х комнатная квартира,,33 900 €,,,https://999.md/ru/104622675?location=subcategory&index=2731&cardCategoryId=270&cardSubcategoryId=1404,5,"Бельцы мун., Бельцы, 8 квартал, str. Rodion Malinovschi, 22",41 м²,,1,,Агентство,Вторичный,,
Продам,,,86188371,,5,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,160 000 €,Индивидуальный дизайн,,https://999.md/ru/86188371?location=subcategory&index=2732&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 1/B",55 м²,,,,Частное лицо,Новострой,,
Продам,,,104483350,,3,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,134 899 €,,,https://999.md/ru/104483350?location=subcategory&index=2733&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Телецентр, str. Drumul Viilor, 38",80 м²,,,,Застройщик,Новострой,,
Продам,,1,104414218,,2,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,108 000 €,Eвроремонт,Mонолитный,https://999.md/ru/104414218?location=subcategory&index=2734&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Центр, str. Pan Halippa, 4",55 м²,,2,,Застройщик,Вторичный,,
Продам,Eldorado Terra,,104372124,Квартира с ливингом,17,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,165 900 €,Eвроремонт,,https://999.md/ru/104372124?location=subcategory&index=2735&cardCategoryId=270&cardSubcategoryId=1404,17,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 1/C",58 м²,,,,Застройщик,Новострой,,
Продам,,3,103244596,Квартира с ливингом,1,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,108 900 €,Eвроремонт,,https://999.md/ru/103244596?location=subcategory&index=2736&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 4/3",72 м²,Oткрытое,2,,Агентство,Вторичный,143,
Продам,,2,101000488,Квартира с ливингом,16,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,264 964 €,Eвроремонт,,https://999.md/ru/101000488?location=subcategory&index=2737&cardCategoryId=270&cardSubcategoryId=1404,17,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 1",105 м²,Подземная,1,,Агентство,Новострой,,
Продам,,2,102872996,Квартира с ливингом,2,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,178 900 €,Eвроремонт,,https://999.md/ru/102872996?location=subcategory&index=2738&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, .",71 м²,Oткрытое,1,,Агентство,Новострой,Индивидуальная,
Продам,,1,103027974,,1,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,56 500 €,Косметический pемонт,,https://999.md/ru/103027974?location=subcategory&index=2739&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Рышкановка, Nicolae Dimo, 31",31 м²,Oткрытое,,,Агентство,Вторичный,,
Продам,,3,103121494,,6,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",4-x комнатная квартира,,525 000 €,Eвроремонт,Kирпичный,https://999.md/ru/103121494?location=subcategory&index=2740&cardCategoryId=270&cardSubcategoryId=1404,7,"Кишинёв мун., Кишинёв, Центр, Moara Roșie, 5",144 м²,Подземная,1,,Агентство,Новострой,,
