id,Количество этажей,Жилая площадь,Количество комнат,Адрес,Застройщик,Ливинг,link,Состояние квартиры,Балкон / лоджия,Автор объявления,Тип,Санузел,price,Планировка,title,Тип здания,Парковочное место,Высота потолков,Жилой фонд,Общая площадь,Этаж,Площадь кухни
102736817,14,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Vorniceni, 1",,Квартира с ливингом,https://999.md/ru/102736817?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTgxNjYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI3MzY4MTciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMmI3MjU4OGYtMzBhZi00OWIzLWE2ZTUtZjcyNjExZGFiYzRjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE5OjQ5OjI2LjIyODM4MjAxNVoifX0.AX04nNHAmm-d-g2wOfeeBXS-D1JBrKkJtlmOIrqI7Kc&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,Eвроремонт,,Агентство,Сдаю посуточно,1,850 MDL,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Бетон,,,Новострой,55 м²,2,
104002908,6,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 3/1",,,https://999.md/ru/104002908?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTgxNjYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMDI5MDgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiOGUwYTc2YTktZWNmMS00NmM5LWE2ZjQtYzVlYjU2YmQyOTRhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE5OjQ5OjI2LjIyODQwMTQ3OFoifX0.ES8Mz11oHXR52UdMeXJJ1V93LF6T1EQAGN56npVvsSc&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,,,Частное лицо,,,450 €,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Kотельцовый,,,Вторичный,65 м²,3,
103984223,9,,2-х комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Ştefan Vodă, 11a",,Квартира с ливингом,https://999.md/ru/103984223?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTgxNjYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5ODQyMjMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNTM5ZjQ0NTgtOTFlNS00NTllLWIzZDgtZThlOGNkNDBjYWYxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE5OjQ5OjI2LjIyODQyNTYwOVoifX0.hQ_ZBlU4R7KBStVpo8rL5f5Za6j7XHS35rUhA2JJlwg&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,Сдан в эксплуатацию,2,Частное лицо,Продам,1,130 000 €,Индивидуальная,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Kотельцовый,Oткрытое,260 см,Новострой,73 м²,6,
100959401,13,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Ghenadie Iablocikin, 2/2",Inamstro,Квартира с ливингом,https://999.md/ru/100959401?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTgxNjYsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA5NTk0MDEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImEyNGJjZjhkLTQ0MGEtNDA2Mi05ZDNhLTUyZjUzODdhMDRiNiIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTk6NDk6MjYuMjI4NDYwMjM0WiJ9fQ.YIEisp4GwhJvDIvzVLZMPlgg__Q_UhSjO3ayxWz3cs4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,Белый вариант,,Частное лицо,Продам,1,120 000 €,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Kирпичный,Подземная,,Новострой,48 м²,5,
104096969,5,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, bd. Ştefan cel Mare şi Sfânt, 64",,,https://999.md/ru/104096969?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTgxNjYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTY5NjkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiNmI2MDE0NmItOGVkNS00NmYyLWE1NTQtNWU1NjAzZTFmNjUwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxOTo0OToyNi4yMjc5NTU1ODJaIn19.m5l_oLBEfGquby1VEE-EWaWvszhu-WemCfDiM-3ds9o&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=1,Нуждается в ремонте,,Агентство,Продам,,155 000 €,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,,Вторичный,65 м²,3,
104021571,10,,1-комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",NG Invest,Квартира без ливинга,https://999.md/ru/104021571?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTgxNjYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMjE1NzEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6IjhjOTU1NDRiLTA3MGUtNDhmMS04MzQyLTBlYjNmYTIzMWZjNSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTk6NDk6MjYuMjI4MDIzNTY4WiJ9fQ.Xhudk03fl0yk0WnwjczFrg1VohrnRPBNN7LbkATo68Q&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=2,Белый вариант,1,Застройщик,Продам,1,50 660 €,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Kирпичный,Подземная,300 см,Новострой,43 м²,5,16 м²
104013565,14,33 м²,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, ул. Грэдина Ботаникэ, 18/1",Inamstro,Квартира с ливингом,https://999.md/ru/104013565?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTgxNjYsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMTM1NjUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMDI2ZGNiOWQtMWMyYy00ODAwLTk1OGUtNGNhMWRmYmRmNjkxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxOTo0OToyNi4yMjgwNTg2NzhaIn19.OV1inDRqN9y45MYwbY3cMreTdQiW-ASIoeEUNgYkUBY&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=3,,1,Частное лицо,Продам,1,159 990 €,Индивидуальная,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Kомбинированный,Подземная,2800 см,Новострой,64 м²,9,28 м²
104103448,8,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Pandurilor, 42",,Квартира с ливингом,https://999.md/ru/104103448?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTgxNjYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMDM0NDgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNWQwNDkwNTItOTE2Yy00MTk0LTk4MDItZmQzMWI4OTZhZDU5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE5OjQ5OjI2LjIyODA4OTExNVoifX0.qGyDtpx98q0FgwKM7WnuWieM-4zYvAtIHZJX9w-ZD3s&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=4,Индивидуальный дизайн,,Частное лицо,Продам,,199 900 €,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,,Новострой,105 м²,2,
104034054,10,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Sălcuța, 13",,,https://999.md/ru/104034054?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTgxNjYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMzQwNTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMjkyNjA4MzQtZmY1My00MDhlLTlkMDItZjQzNmI1OTVjYWJmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxOTo0OToyNi4yMjgxMzAyMTlaIn19.-TvTuXObvzvwCbLHKWBXeggUVvrCPTR9U610cg41egA&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=5,,,Частное лицо,Сдаю помесячно,,450 €,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,,Вторичный,50 м²,4,
104103314,9,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 130/3",,,https://999.md/ru/104103314?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTgxNjYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMDMzMTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYTU2YjMzNTMtYWVmMy00YWM1LThjZjAtNWViNThjM2JhNTcyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE5OjQ5OjI2LjIyODE0NTM3NVoifX0.rlYQBPRweEBlLkkH5osrRDjVSODGYC4m_jERoalFkH0&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=6,Eвроремонт,,Агентство,Продам,,109 900 €,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,,Вторичный,55 м²,8,
