Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,,,102636183,,3,"Комната,  Центр,  Дубоссары,  Дубоссары",Комната,,7 500 €,,,https://999.md/ru/102636183?location=subcategory&index=18955&cardCategoryId=270&cardSubcategoryId=1404,5,"Дубоссары, Дубоссары, Центр, Ленина, 59/б",18 м²,,,,Частное лицо,Вторичный,,18 м²
Продам,,,103996282,,3,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,57 000 €,Косметический pемонт,Kотельцовый,https://999.md/ru/103996282?location=subcategory&index=18956&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Рышкановка, str. Gheorghe Madan, 44/2",30 м²,Oткрытое,,,Частное лицо,Вторичный,Индивидуальная,
Продам,,1,103952287,,9,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,99 999 €,Белый вариант,,https://999.md/ru/103952287?location=subcategory&index=18957&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornesti, .",59 м²,Oткрытое,1,,Агентство,Новострой,Индивидуальная,
Продам,,1,104082263,,5,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,80 000 €,Eвроремонт,,https://999.md/ru/104082263?location=subcategory&index=18958&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, .",31 м²,Oткрытое,1,,Агентство,Вторичный,Индивидуальная,
Продам,,1,104371552,,2,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,103 000 €,Eвроремонт,,https://999.md/ru/104371552?location=subcategory&index=18959&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Рышкановка, str. Andrei Doga, .",38 м²,Oткрытое,1,,Агентство,Новострой,Индивидуальная,
Продам,AMIC,2,104172512,Квартира с ливингом,3,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,125 000 €,,,https://999.md/ru/104172512?location=subcategory&index=18960&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 24",77 м²,,1,,Агентство,Новострой,,77 м²
Продам,,1,103445729,,4,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",2-х комнатная квартира,,79 900 €,Белый вариант,,https://999.md/ru/103445729?location=subcategory&index=18961&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa 95, ,",64 м²,,1,,Застройщик,Новострой,,
Продам,,2,104318542,Квартира с ливингом,8,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,195 000 €,Белый вариант,,https://999.md/ru/104318542?location=subcategory&index=18962&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, .",89 м²,Oткрытое,1,,Агентство,Новострой,Индивидуальная,
Продам,,,104206278,,2,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,80 000 €,,,https://999.md/ru/104206278?location=subcategory&index=18963&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Ботаника, str. Trandafirilor, 31/4",47 м²,,,,Агентство,Вторичный,,
Продам,,1,104149123,Квартира с ливингом,2,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,99 900 €,Индивидуальный дизайн,Kомбинированный,https://999.md/ru/104149123?location=subcategory&index=18964&cardCategoryId=270&cardSubcategoryId=1404,4,"Кишинёв мун., Кишинёв, Центр, bd. Iuri Gagarin, 5",63 м²,,1,10 м²,Агентство,Вторичный,,53 м²
