Застройщик,Тип здания,link,Парковочное место,title,Ливинг,Санузел,Количество этажей,Общая площадь,Состояние квартиры,Жилой фонд,Площадь кухни,Количество комнат,price,Адрес,Высота потолков,Тип,Жилая площадь,id,Этаж,Автор объявления,Балкон / лоджия,Планировка
,,https://999.md/ru/104444019?location=subcategory&index=4603&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,1,7,53 м²,Eвроремонт,Новострой,,2-х комнатная квартира,109 900 €,"Кишинёв мун., Дурлешты, Центр, str-la Tudor Vladimirescu, 52",,Продам,,104444019,2,Агентство,1,
,,https://999.md/ru/104425734?location=subcategory&index=4604&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,16,40 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,77 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolae Costin, 61/3",,Продам,,104425734,16,Агентство,,
,,https://999.md/ru/104401498?location=subcategory&index=4605&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,1,9,72 м²,Eвроремонт,Вторичный,,3-х комнатная квартира,129 900 €,"Кишинёв мун., Кишинёв, Центр, str. Albisoara, 24",,Продам,,104401498,2,Агентство,,
,,https://999.md/ru/104401410?location=subcategory&index=4606&cardCategoryId=270&cardSubcategoryId=1404,,"Комната,  Чокана,  Кишинёв,  Кишинёв мун.",,1,5,22 м²,Eвроремонт,Вторичный,,Комната,38 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Maria Drăgan, 8/2",,Продам,,104401410,5,Агентство,,
,,https://999.md/ru/104152456?location=subcategory&index=4607&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,12,95 м²,Eвроремонт,Новострой,,3-х комнатная квартира,210 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Tudor Strișcă, 8/1",,Продам,,104152456,10,Агентство,1,
,,https://999.md/ru/104119238?location=subcategory&index=4608&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,1,10,50 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,77 900 €,"Кишинёв мун., Кишинёв, Телецентр, str. Vladimir Korolenko, 59/1",,Продам,,104119238,9,Агентство,,
,,https://999.md/ru/103907412?location=subcategory&index=4609&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,1,9,46 м²,Eвроремонт,Новострой,,1-комнатная квартира,99 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, 1/A",,Продам,,103907412,7,Агентство,,
,,https://999.md/ru/100681233?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzI0ODUsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2ODEyMzMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImZjYzBjMzkyLWI5NWItNDJmNC04MTQyLTIxNDE0Y2I0YTQ0MiIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMjA6Mjg6MDUuOTM0MDM5ODQ1WiJ9fQ.WBz8ALKHI_lUuKPHUxfRBdi0U94Qnm9UgOBSKf6rfQY&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4610&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,10,94 м²,,Новострой,,2-х комнатная квартира,950 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Sulac, 8A",,Сдаю помесячно,,100681233,6,Частное лицо,,
,,https://999.md/ru/103612906?location=subcategory&index=4611&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,8,75 м²,Eвроремонт,Новострой,,3-х комнатная квартира,199 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Ghica Vodă, 3",,Продам,,103612906,3,Агентство,,
,,https://999.md/ru/103348337?location=subcategory&index=4612&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,1,5,42 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,88 700 €,"Кишинёв мун., Кишинёв, Телецентр, str. Miorița, 10",,Продам,,103348337,4,Агентство,,
,,https://999.md/ru/104008586?location=subcategory&index=4613&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,2,5,92 м²,Белый вариант,Новострой,,3-х комнатная квартира,185 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Pietrarilor, 16/A",4500 см,Продам,,104008586,5,Агентство,2,
,,https://999.md/ru/103260062?location=subcategory&index=4614&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,9,50 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,97 000 €,"Кишинёв мун., Кишинёв, Буюканы, Vasile Lupu , 59",,Продам,,103260062,9,Агентство,,
,,https://999.md/ru/102776262?location=subcategory&index=4615&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,1,9,92 м²,Eвроремонт,Новострой,,2-х комнатная квартира,214 000 €,"Кишинёв мун., Кишинёв, Буюканы, Str. Ioana Radu, 21",,Продам,,102776262,3,Агентство,,
,,https://999.md/ru/104337696?location=subcategory&index=4616&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,9,41 м²,,Вторичный,,1-комнатная квартира,79 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 5",,Продам,,104337696,1,Агентство,,
,,https://999.md/ru/103776693?location=subcategory&index=4617&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.",Квартира с ливингом,,7,76 м²,,Новострой,,3-х комнатная квартира,110 780 €,"Кишинёв мун., Думбрава, Центр, str. Durleşti, ---",,Продам,,103776693,5,Агентство,,
,,https://999.md/ru/104020963?location=subcategory&index=4618&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,1,5,62 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,107 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, ---",,Продам,,104020963,2,Агентство,1,
,,https://999.md/ru/103776496?location=subcategory&index=4619&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.",,,7,50 м²,,Новострой,,1-комнатная квартира,70 035 €,"Кишинёв мун., Думбрава, Центр, str. Durlești, ---",,Продам,,103776496,3,Агентство,,
,Панельный,https://999.md/ru/100653352?location=subcategory&index=4620&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,9,72 м²,Eвроремонт,Вторичный,,3-х комнатная квартира,127 000 €,"Кишинёв мун., Кишинёв, Ботаника, Bulevardul Traian, 1/1",,Продам,,100653352,4,Агентство,3,Варц (Варницкая)
,,https://999.md/ru/103422549?location=subcategory&index=4621&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,8,54 м²,,Новострой,,2-х комнатная квартира,130 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, 54",,Продам,,103422549,6,Агентство,,
,,https://999.md/ru/84459407?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzI0ODUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NDQ1OTQwNyIsImkiOiI4OS4xNDkuOTEuMTYyIiwicyI6ImRlc2t0b3BfcmVkZXNpZ24iLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InBybyIsImwiOiJlZDAzMTQ5Ny0xMDg3LTRlYTYtOTVmNi0zZThkZGJlNDJhZDAiLCJlIjoiODkuMTQ5LjkxLjE2MiIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA2LTE0VDIwOjI4OjA1LjkzNDEwODkzMloifX0.WdKkco3T5Hu391seDMizDw24EvAVuQVBpE2Cg1eAYMo&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4622&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,10,35 м²,,Новострой,,1-комнатная квартира,800 MDL,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",,Сдаю посуточно,35 м²,84459407,3,Агентство,,
,,https://999.md/ru/104607663?location=subcategory&index=4623&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,10,75 м²,,Новострой,,2-х комнатная квартира,175 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25",,Продам,,104607663,8,Застройщик,,
,,https://999.md/ru/103507017?location=subcategory&index=4624&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,16,105 м²,Белый вариант,Новострой,,3-х комнатная квартира,173 250 €,"Кишинёв мун., Кишинёв, Ботаника, Str. Gradina Botanica, 18",,Продам,,103507017,5,Агентство,1,Индивидуальная
,,https://999.md/ru/104607648?location=subcategory&index=4625&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,10,39 м²,,Новострой,,1-комнатная квартира,95 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 24/6",,Продам,,104607648,7,Агентство,,
,,https://999.md/ru/104607641?location=subcategory&index=4626&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,,9,33 м²,,Вторичный,,1-комнатная квартира,63 500 €,"Кишинёв мун., Кишинёв, Телецентр, str. Miorița, 3/2",,Продам,,104607641,1,Застройщик,,
