Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,,1,104309728,,4,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,89 880 €,Белый вариант,,https://999.md/ru/104309728?location=subcategory&index=2029&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Ботаника, Bulevardul Europei , --",53 м²,,1,,Агентство,Новострой,,
Продам,,1,104578695,Квартира с ливингом,2,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,87 900 €,Eвроремонт,Kомбинированный,https://999.md/ru/104578695?location=subcategory&index=2030&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Чокана, str. Movileni, 26",54 м²,Oткрытое,1,,Агентство,Новострой,Индивидуальная,50 м²
Продам,,1,104623536,,2,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,89 500 €,Eвроремонт,,https://999.md/ru/104623536?location=subcategory&index=2031&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Буюканы, str. Alba-Iulia, 194/3",42 м²,Oткрытое,,,Агентство,Новострой,,42 м²
Продам,Sky House,1,101035685,Квартира с ливингом,2,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,86 900 €,Белый вариант,Kирпичный,https://999.md/ru/101035685?location=subcategory&index=2032&cardCategoryId=270&cardSubcategoryId=1404,18,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 22",53 м²,Подземная,1,,Агентство,Новострой,,
Продам,Eldorado Terra,2,104245781,Квартира с ливингом,14,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,3 см,279 000 €,Eвроремонт,Kирпичный,https://999.md/ru/104245781?location=subcategory&index=2033&cardCategoryId=270&cardSubcategoryId=1404,17,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 1/E",96 м²,,1,,Агентство,Новострой,,
Продам,Exfactor-grup,2,103852085,Квартира с ливингом,4,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,95 200 €,Белый вариант,,https://999.md/ru/103852085?location=subcategory&index=2034&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62",68 м²,Подземная,1,,Агентство,Новострой,,
Продам,Sky House,,104601563,Квартира без ливинга,10,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,58 900 €,Белый вариант,,https://999.md/ru/104601563?location=subcategory&index=2035&cardCategoryId=270&cardSubcategoryId=1404,18,"Кишинёв мун., Кишинёв, Центр, str. Dimineții, 22",37 м²,,,,Застройщик,Новострой,,
Продам,,2,102506359,Квартира с ливингом,8,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,118 636 €,Белый вариант,,https://999.md/ru/102506359?location=subcategory&index=2036&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, 0",89 м²,,,,Агентство,Новострой,,
Продам,Eldorado Terra,1,102304276,Квартира с ливингом,9,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,159 500 €,Eвроремонт,Kомбинированный,https://999.md/ru/102304276?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE1NTI1OTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIzMDQyNzYiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTVUMTg6NDM6MTcuOTczODI2MjM5WiJ9fQ.Csut4neARgLqYP1Ogj2rU0H-9joEYmh4H5sg7EiOzfQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2037&cardCategoryId=270&cardSubcategoryId=1404,11,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 3/3",62 м²,Oткрытое,2,,Агентство,Новострой,Индивидуальная,
Продам,,2,102539822,,3,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,139 000 €,Eвроремонт,,https://999.md/ru/102539822?location=subcategory&index=2038&cardCategoryId=270&cardSubcategoryId=1404,8,"Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, 0",65 м²,,1,,Агентство,Новострой,,
