Балкон / лоджия,Планировка,Ливинг,link,Застройщик,Площадь кухни,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/50557031?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDk4MjUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI1MDU1NzAzMSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InByZW1pdW0iLCJsIjoiNmE0NmJkODctMTQzMi00MzUzLWJjZGUtMmJkYWZjNjYyMjFmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjMwOjI1Ljc4NTQ1NDQzWiJ9fQ.CRV5FDfHboLNueje_wsMMkGjN6GlCrhRJ_p0ZQFMvxE&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,Stroy Invest,,Oткрытое,2,1,,100 €,4,75 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Primăverii, 11",50557031,Новострой,Kотельцовый,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Застройщик,3-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/104075630?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDk4MjUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzU2MzAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiODA0ODI0N2UtMTQ0ZS00YTc2LTkxMzQtM2EwNThjZWE5NjQzIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjMwOjI1Ljc4NTUwODAwMVoifX0.cM3QHLke8NsZSGDi7FziWT2sE3TIWygh3xmjxgOfvYo&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,Sky House,,,6,,,45 000 €,13,38 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 8",104075630,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Частное лицо,1-комнатная квартира,Белый вариант
Нет,Чш (Чешка),Квартира с ливингом,https://999.md/ru/103613306?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDk4MjUsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2MTMzMDYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6IjlkZjMwMGM3LTA3OTMtNDk2My1iODhlLWIwZjUwMzY5NDViYyIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTc6MzA6MjUuNzg1NTUwOTA3WiJ9fQ.5D7Liip5COLEu1I-8-QOVnVxq6yaccyfcT201k10v2c&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,Constructimobil Prim,10 м²,Oткрытое,2,2,2800 см,45 €,8,54 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 41/2",103613306,Вторичный,Kирпичный,32 м²,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Застройщик,2-х комнатная квартира,Eвроремонт
3,Индивидуальная,Квартира с ливингом,https://999.md/ru/104092040?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDk4MjUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTIwNDAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImUxNWU2MGNjLWQ2MTgtNDQ0OS1hMjQ1LTBlZTQ4Y2Y1MjBjZCIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQxNzozMDoyNS43ODU1OTI4MzhaIn19.fNiX8J-DPzcEONKNKinCH6GIljcuWUBhKtts490M8N4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,Metropolis City,,Подземная,9,2,,97 355 €,9,95 м²,"Кишинёв мун., Кишинёв, Ботаника, пр-т Дачия, 59",104092040,Новострой,Mонолитный,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Застройщик,3-х комнатная квартира,Белый вариант
1,,Квартира без ливинга,https://999.md/ru/100621297?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDk4MjUsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2MjEyOTciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTc6MzA6MjUuNzg1MTIwMDJaIn19.kSt4zF5QU-8E_KAJC7AeLWMF6XjfWq0fhk0P04-nqLA&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=1,Astercon,11 м²,Гараж,5,2,275 см,97 790 €,5,63 м²,"Кишинёв мун., Ставчены, Центр, Grătiești , 10",100621297,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
2,,Квартира с ливингом,https://999.md/ru/100141581?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDk4MjUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDAxNDE1ODEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiZTU2ZGI1M2UtNzQ1OS00ZWE1LTlkYTgtMjBhNjJlMGViMTg1IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjMwOjI1Ljc4NTE4NDAxM1oifX0.MWT5pGw1Ae2-_mLZhDR23j-EwUmX3ftAwxCDIvBpFvI&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=2,,8 м²,Oткрытое,5,1,260 см,480 €,5,62 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 4",100141581,Вторичный,Kотельцовый,54 м²,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Частное лицо,2-х комнатная квартира,Косметический pемонт
,,Квартира с ливингом,https://999.md/ru/104075662?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDk4MjUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzU2NjIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTc6MzA6MjUuNzg1MjA0Njc0WiJ9fQ.53jnrn8iqlGmq9BE1ZA_V0hpT8hxee7iAqsxCaV244M&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=3,Pamir Construct,,Oткрытое,8,1,,119 000 €,9,38 м²,"Кишинёв мун., Кишинёв, Ботаника, ул. Гика Водэ, 5",104075662,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
,,,https://999.md/ru/82505768?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDk4MjUsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MjUwNTc2OCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiIxMjNjYWYwYS0zNGQxLTQzNjQtODA4OS1kZjQ3ZjE0YzkyZjEiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDE3OjMwOjI1Ljc4NTIzMjE4NloifX0.HleXYEzRLXIWAwlupvqAamHggXeV8zEF2TZFOd3BsVI&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=4,,,,4,,3000 см,1 100 €,7,50 м²,Расположение,82505768,Новострой,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,2-х комнатная квартира,
2,Хрущевка,Квартира без ливинга,https://999.md/ru/102335146?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDk4MjUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIzMzUxNDYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiZjk2NTBjZDAtNTU1YS00NjM3LThiZjktYWJmZDgwOWRmYTRlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE3OjMwOjI1Ljc4NTI5NzUzNVoifX0.-sOkLJcYlgV_Np6s9TqhFl0y0Ow23Xf4ec4Idz_vWwA&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=5,,,Oткрытое,3,1,270 см,700 €,5,50 м²,"Кишинёв мун., Кишинёв, Центр, bd. C. Negruzzi, 6",102335146,Вторичный,Kотельцовый,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/78925415?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDk4MjUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3ODkyNTQxNSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InBybyIsImwiOiIzZTU1ODhmOS1mYTc5LTQ4NmItYmE5My0yZDNhNDgxMTgxODYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDE3OjMwOjI1Ljc4NTMxMjE0WiJ9fQ.QKKpkVxSL1td37f9PvOTJ6kDnt775RO7dOOAunTUKKU&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=6,,,,4,,,400 €,5,45 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 13/8",78925415,Вторичный,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Застройщик,2-х комнатная квартира,
