Застройщик,Тип здания,link,Парковочное место,title,Ливинг,Санузел,Количество этажей,Общая площадь,Состояние квартиры,Жилой фонд,Площадь кухни,Количество комнат,price,Адрес,Высота потолков,Тип,Жилая площадь,id,Этаж,Автор объявления,Балкон / лоджия,Планировка
,,https://999.md/ru/104441516?location=subcategory&index=4447&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,5,140 м²,,Новострой,,3-х комнатная квартира,344 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Creangă, 20",,Продам,,104441516,3,Застройщик,2,
,Kомбинированный,https://999.md/ru/103509042?location=subcategory&index=4448&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,2,9,60 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,118 900 €,"Кишинёв мун., Кишинёв, Центр,  Albișoara, 18",,Продам,,103509042,5,Агентство,,Индивидуальная
,,https://999.md/ru/103823423?location=subcategory&index=4449&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,1,9,47 м²,Eвроремонт,Новострой,,1-комнатная квартира,126 500 €,"Кишинёв мун., Кишинёв, Буюканы, Ion Buzdugan, 13",,Продам,,103823423,4,Агентство,,Индивидуальная
,,https://999.md/ru/102389559?location=subcategory&index=4450&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,1,9,43 м²,Белый вариант,Новострой,,1-комнатная квартира,62 790 €,"Кишинёв мун., Кишинёв, Телецентр,  șos. Hâncești, 142",,Продам,,102389559,5,Агентство,1,Индивидуальная
,,https://999.md/ru/104062399?location=subcategory&index=4451&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,9,24 м²,Eвроремонт,Вторичный,,1-комнатная квартира,41 500 €,"Кишинёв мун., Кишинёв, Ботаника, Sarmizegetusa , 94/1",,Продам,,104062399,2,Агентство,1,Гостинка
,,https://999.md/ru/101212550?location=subcategory&index=4452&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,2,9,124 м²,,Новострой,,3-х комнатная квартира,265 000 €,"Кишинёв мун., Кишинёв, Центр, str. Mitropolitul Petru Movilă, *",,Продам,,101212550,8,Агентство,3,
,,https://999.md/ru/103562440?location=subcategory&index=4453&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,,5,46 м²,,Вторичный,,2-х комнатная квартира,89 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, ---",,Продам,,103562440,5,Агентство,,
Stroy Invest,Kирпичный,https://999.md/ru/101830830?location=subcategory&index=4454&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",Квартира без ливинга,,10,80 м²,Белый вариант,Новострой,,3-х комнатная квартира,90 000 €,Расположение,,Продам,,101830830,7,Частное лицо,,
,,https://999.md/ru/104571961?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzIxNjYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1NzE5NjEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMDNkOWM1NzctODE1NC00YTcyLTlmMTAtYzViNTRmMjU2Nzk2IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDIwOjIyOjQ2LjgxNDc4NTcwMloifX0.eTVWPA87FKKykbfd0JbcGvKqUwA8m39ZoVVrt-zMF6g&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4455&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,4,123 м²,,Новострой,25 м²,2-х комнатная квартира,196 800 €,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 8",,Продам,80 м²,104571961,3,Частное лицо,,
,,https://999.md/ru/103827790?location=subcategory&index=4456&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,5,49 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,119 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 15/1",,Продам,,103827790,2,Агентство,2,Индивидуальная
