Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,,1,103997652,,8,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,78 000 €,Eвроремонт,,https://999.md/ru/103997652?location=subcategory&index=11389&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Orheiului, .",44 м²,Oткрытое,Нет,,Агентство,Новострой,Индивидуальная,
Продам,,1,103593683,,6,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,142 000 €,Eвроремонт,,https://999.md/ru/103593683?location=subcategory&index=11390&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Sulac, .",77 м²,Oткрытое,1,,Агентство,Новострой,Индивидуальная,
Продам,Lagmar Impex,1,103905129,,5,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,71 005 €,Белый вариант,,https://999.md/ru/103905129?location=subcategory&index=11391&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",46 м²,Подземная,,,Застройщик,Новострой,,
Продам,,1,104514346,,1,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,93 500 €,Eвроремонт,,https://999.md/ru/104514346?location=subcategory&index=11392&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Ботаника, str. Teilor, 9/3",50 м²,,1,,Частное лицо,Вторичный,,
Продам,,1,103961428,Квартира с ливингом,5,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,84 900 €,Eвроремонт,,https://999.md/ru/103961428?location=subcategory&index=11393&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Ботаника, bd. Traian, .",47 м²,Oткрытое,1,,Агентство,Вторичный,Индивидуальная,
Продам,,2,103904627,,12,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,151 920 €,Белый вариант,,https://999.md/ru/103904627?location=subcategory&index=11394&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, .",76 м²,Oткрытое,1,,Агентство,Новострой,Индивидуальная,
Продам,,2,104021400,,8,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,100 000 €,Eвроремонт,,https://999.md/ru/104021400?location=subcategory&index=11395&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, .",57 м²,Oткрытое,2,,Агентство,Вторичный,Индивидуальная,
Продам,,1,101171499,,2,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,237 000 €,Eвроремонт,,https://999.md/ru/101171499?location=subcategory&index=11396&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, .",75 м²,Oткрытое,,,Агентство,Новострой,Индивидуальная,
Сдаю помесячно,,,103119449,Квартира с ливингом,4,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,1 000 €,,,https://999.md/ru/103119449?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE1OTY3MDgsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMxMTk0NDkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMjQwYjkxOGMtNDA3Zi00OTMwLWE4Y2EtNDRlZGU5MTZmZGFmIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNlQwNjo1ODoyOC4wNzE1MTk2MTNaIn19.AvidRBF5GcThnEbeH8U1t7UiFMwM89WqnXlHEriSBzQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=11397&cardCategoryId=270&cardSubcategoryId=1404,8,"Кишинёв мун., Кишинёв, Центр, пр-т Штефан чел Маре ши Сфынт, 6",47 м²,,,,,Новострой,,
Продам,,2,103904971,,8,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,169 000 €,Eвроремонт,,https://999.md/ru/103904971?location=subcategory&index=11398&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Буюканы, str. Alba-Iulia, .",67 м²,Oткрытое,1,,Агентство,Новострой,Индивидуальная,
Продам,,1,88966897,,2,"1-комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.",1-комнатная квартира,,91 200 €,Белый вариант,,https://999.md/ru/88966897?location=subcategory&index=11399&cardCategoryId=270&cardSubcategoryId=1404,8,"Кишинёв мун., Думбрава, Центр, str. Durlești, .",57 м²,Oткрытое,Нет,,Агентство,Новострой,Индивидуальная,
Продам,,2,103723859,,8,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,107 000 €,Eвроремонт,,https://999.md/ru/103723859?location=subcategory&index=11400&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 788",70 м²,,2,,Агентство,Вторичный,,
Продам,,2,103955157,,10,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,204 900 €,Eвроремонт,,https://999.md/ru/103955157?location=subcategory&index=11401&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, .",140 м²,Oткрытое,1,,Агентство,Новострой,Индивидуальная,
Продам,,1,103345936,,5,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,92 500 €,Eвроремонт,,https://999.md/ru/103345936?location=subcategory&index=11402&cardCategoryId=270&cardSubcategoryId=1404,14,"Кишинёв мун., Кишинёв, Ботаника, str. Dacia, .",50 м²,Oткрытое,1,,Агентство,Вторичный,Индивидуальная,
Продам,,,104593164,,1,"3-х комнатная квартира,  Пэмынтены,  Бельцы,  Бельцы мун.",3-х комнатная квартира,,60 000 €,Косметический pемонт,,https://999.md/ru/104593164?location=subcategory&index=11403&cardCategoryId=270&cardSubcategoryId=1404,5,"Бельцы мун., Бельцы, Пэмынтены, str. Elena Colesov, 8",60 м²,,,,Агентство,Вторичный,,
