Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,,,104449219,,8,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,31 000 €,,,https://999.md/ru/104449219?location=subcategory&index=1&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Чокана, str. Petru Zadnipru, 4/2",15 м²,,,,Агентство,Вторичный,,
Продам,,,104466742,,6,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,39 999 €,,,https://999.md/ru/104466742?location=subcategory&index=2&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Кишинёв, Центр, str. Eugen Coca, 19",23 м²,,,,Агентство,Вторичный,,
Продам,Inamstro,1,103331453,,1,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,158 500 €,Белый вариант,Mонолитный,https://999.md/ru/103331453?location=subcategory&index=3&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6",79 м²,,,,Частное лицо,Новострой,,
Продам,Astercon,,102281220,Квартира с ливингом,7,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,176 000 €,Белый вариант,,https://999.md/ru/102281220?location=subcategory&index=4&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 61/4",105 м²,,,,Агентство,Новострой,,
Продам,Inamstro,1,103612035,,2,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,127 900 €,Eвроремонт,,https://999.md/ru/103612035?location=subcategory&index=5&cardCategoryId=270&cardSubcategoryId=1404,7,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 10/1",47 м²,,1,,Агентство,Новострой,,
Продам,Varincom,,103379137,,6,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,111 930 €,,,https://999.md/ru/103379137?location=subcategory&index=6&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Кишинёв, Рышкановка, str-la Studenților, 18",91 м²,,,,Застройщик,Новострой,,
Продам,Varincom,,103645379,,12,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,58 520 €,Белый вариант,,https://999.md/ru/103645379?location=subcategory&index=7&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Кишинёв, Старая Почта, str-la Studenților, 18",44 м²,,,,Застройщик,Новострой,,
Продам,Exfactor-grup,1,104572899,Квартира с ливингом,2,"1-комнатная квартира,  Аэропорт,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,127 500 €,Eвроремонт,Kирпичный,https://999.md/ru/104572899?location=subcategory&index=8&cardCategoryId=270&cardSubcategoryId=1404,8,"Кишинёв мун., Кишинёв, Аэропорт, bd. Dacia, 62",52 м²,Подземная,2,,Агентство,Новострой,,
Продам,,1,86398425,,9,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,120 900 €,Белый вариант,,https://999.md/ru/86398425?location=subcategory&index=9&cardCategoryId=270&cardSubcategoryId=1404,10,Расположение,67 м²,,1,,Агентство,Новострой,Индивидуальная,67 м²
Продам,Inamstro,,104613926,Квартира с ливингом,8,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,275 см,146 900 €,,,https://999.md/ru/104613926?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE1NDkxODMsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MTM5MjYiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNjMwZDU4ZTctODlhYi00Zjk4LWIwZDUtMDA1ODhiNjQ3N2Y2IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNVQxNzo0NjoyMy43ODkzMTgxNzhaIn19.0ICrNl333XHM9VyPEVlWmz1ZqoJWm5PeRDVsGMVqNik&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=10&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6",64 м²,Oткрытое,,,Застройщик,Новострой,,
