Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,Solomon Construct Imobil,2,104452338,Квартира с ливингом,10,"3-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",3-х комнатная квартира,,174 900 €,Eвроремонт,Kирпичный,https://999.md/ru/104452338?location=subcategory&index=19969&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кодру, Центр, str. Jubiliară, 1",85 м²,,1,,Агентство,Новострой,,85 м²
Продам,,1,104452302,Квартира без ливинга,5,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,61 500 €,Eвроремонт,,https://999.md/ru/104452302?location=subcategory&index=19970&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Ботаника, str. Busuiocești, 18",35 м²,,Нет,,Агентство,Вторичный,,
Продам,Solomon Construct Imobil,2,104452296,Квартира с ливингом,7,"3-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",3-х комнатная квартира,,169 900 €,Eвроремонт,Kирпичный,https://999.md/ru/104452296?location=subcategory&index=19971&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кодру, Центр, str. Jubiliară, 1",85 м²,,1,,Агентство,Новострой,,85 м²
Продам,,1,104452235,,3,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,58 291 €,Белый вариант,Kирпичный,https://999.md/ru/104452235?location=subcategory&index=19972&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 2",41 м²,,1,,Агентство,Новострой,,41 м²
Продам,,,104452217,Квартира без ливинга,3,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,179 789 €,Eвроремонт,,https://999.md/ru/104452217?location=subcategory&index=19973&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 14",60 м²,,,,Застройщик,Новострой,,
Продам,,1,104184736,Квартира без ливинга,5,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,28 900 €,Косметический pемонт,Kотельцовый,https://999.md/ru/104184736?location=subcategory&index=19974&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 67/1",26 м²,Oткрытое,1,,Агентство,Вторичный,,20 м²
Продам,Boiar House,1,103551960,Квартира с ливингом,6,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",2-х комнатная квартира,,120 000 €,,,https://999.md/ru/103551960?location=subcategory&index=19975&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Дурлешты, Окраина, ул. Николае Димо, 24",54 м²,,1,,Агентство,Новострой,,
Продам,Inamstro,1,103933100,,12,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,174 000 €,Eвроремонт,,https://999.md/ru/103933100?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE2MTQ3NzIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MzMxMDAiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiYWZkYmIzYTUtZTRiNi00ZDk0LTg3M2UtYTE3N2E2NjNjOGFlIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNlQxMTo1OTozMi45MTgwMDc2MTVaIn19.F6WNp1ZqYfVSBNsPa4bdXtQBAy8eyTjVy-gKunpIJU0&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=19976&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Буюканы, ул. Каля Ешилор, 6",60 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,,1,104452151,,3,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,109 900 €,Eвроремонт,Kотельцовый,https://999.md/ru/104452151?location=subcategory&index=19977&cardCategoryId=270&cardSubcategoryId=1404,6,"Кишинёв мун., Кишинёв, Ботаника, str. Busuiocești, 16",51 м²,,1,,Агентство,Вторичный,,51 м²
Продам,,1,70876838,,2,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,175 000 €,Eвроремонт,Kотельцовый,https://999.md/ru/70876838?location=subcategory&index=19978&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Буюканы, str. Codrilor, 10/3",89 м²,Oткрытое,2,,Частное лицо,Новострой,Индивидуальная,
