Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,Inamstro,1,103792341,Квартира с ливингом,6,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,239 500 €,Eвроремонт,,https://999.md/ru/103792341?location=subcategory&index=79&cardCategoryId=270&cardSubcategoryId=1404,6,"Кишинёв мун., Кишинёв, Буюканы, ул. Ливиу Деляну, 10/15",84 м²,Oткрытое,,,Агентство,Новострой,,
Продам,Exfactor-grup,2,103700359,Квартира с ливингом,6,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,280 000 €,Eвроремонт,,https://999.md/ru/103700359?location=subcategory&index=80&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28",87 м²,Oткрытое,Нет,,Агентство,Новострой,,
Продам,,1,102627419,Квартира с ливингом,3,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",2-х комнатная квартира,,85 550 €,Белый вариант,,https://999.md/ru/102627419?location=subcategory&index=81&cardCategoryId=270&cardSubcategoryId=1404,4,"Яловены, Яловены, Центр, ул. Григоре Виеру, 14",59 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,Exfactor-grup,2,103570401,Квартира с ливингом,1,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,179 000 €,Eвроремонт,Kирпичный,https://999.md/ru/103570401?location=subcategory&index=82&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 11",86 м²,Подземная,1,,Застройщик,Новострой,,
Продам,,2,103669080,Квартира без ливинга,8,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,98 500 €,Косметический pемонт,Бетон,https://999.md/ru/103669080?location=subcategory&index=83&cardCategoryId=270&cardSubcategoryId=1404,9,Расположение,55 м²,Oткрытое,1,,Агентство,Вторичный,143,
Продам,Varincom,,103857794,,3,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",2-х комнатная квартира,,84 000 €,Белый вариант,,https://999.md/ru/103857794?location=subcategory&index=84&cardCategoryId=270&cardSubcategoryId=1404,6,"Кишинёв мун., Криково, Центр, str. Chişinău, 68",70 м²,,,,Застройщик,Новострой,,
Продам,Basconslux,1,103765395,Квартира с ливингом,9,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,165 000 €,Eвроремонт,,https://999.md/ru/103765395?location=subcategory&index=85&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 43/F",70 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,,1,100662129,Квартира с ливингом,2,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",2-х комнатная квартира,,89 900 €,Белый вариант,,https://999.md/ru/100662129?location=subcategory&index=86&cardCategoryId=270&cardSubcategoryId=1404,4,"Яловены, Яловены, Центр, ул. Григоре Виеру, 14",62 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,,1,102260721,Квартира с ливингом,4,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",2-х комнатная квартира,,184 000 €,Eвроремонт,,https://999.md/ru/102260721?location=subcategory&index=87&cardCategoryId=270&cardSubcategoryId=1404,4,"Яловены, Яловены, Центр, str. Alexandru cel Bun, 0",98 м²,Oткрытое,1,,Агентство,Новострой,Индивидуальная,
Продам,,2,103680665,Квартира с ливингом,9,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,349 900 €,Eвроремонт,,https://999.md/ru/103680665?location=subcategory&index=88&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Чокана, ул. Николае Милеску-Спэтарул, 55",143 м²,Oткрытое,Нет,,Агентство,Новострой,,
Продам,Solomon Construct Imobil,,101794926,Квартира с ливингом,4,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",3-х комнатная квартира,290 см,114 732 €,Незавершенное cтроительство,,https://999.md/ru/101794926?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE1NDkzMDYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3OTQ5MjYiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTVUMTc6NDg6MjYuNTY5ODI3Nzc4WiJ9fQ.hCG-Mlk5xtqPjXQ1hl8C9xbsG5RZG0yHzmKdxZdZr8w&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=89&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",110 м²,,1,27 м²,Застройщик,Новострой,,
Продам,Exfactor-grup,2,103658952,Квартира с ливингом,4,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,142 000 €,Белый вариант,Kирпичный,https://999.md/ru/103658952?location=subcategory&index=90&cardCategoryId=270&cardSubcategoryId=1404,10,Расположение,79 м²,Oткрытое,1,,Агентство,Новострой,Индивидуальная,
