Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,Exfactor-grup,1,103962928,Квартира с ливингом,2,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,235 000 €,Eвроремонт,Mонолитный,https://999.md/ru/103962928?location=subcategory&index=7567&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28",88 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,Sky House,1,103874009,,1,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,72 000 €,Eвроремонт,,https://999.md/ru/103874009?location=subcategory&index=7568&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Ботаника, str. Băcioii Noi, 14",37 м²,,1,,Агентство,Новострой,,
Продам,Estate Invest Company,,104030967,,5,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,69 000 €,,,https://999.md/ru/104030967?location=subcategory&index=7569&cardCategoryId=270&cardSubcategoryId=1404,15,"Кишинёв мун., Кишинёв, Чокана, ул. Буковина, 5",52 м²,,,,Застройщик,Новострой,,
Продам,,3,104261400,Квартира с ливингом,Пентхаус,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,290 920 €,Белый вариант,Mонолитный,https://999.md/ru/104261400?location=subcategory&index=7570&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Orheiului, 20",166 м²,Oткрытое,3,35 м²,Агентство,Новострой,,
Продам,Solomon Construct Imobil,2,102873234,Квартира с ливингом,4,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,199 000 €,Eвроремонт,Mонолитный,https://999.md/ru/102873234?location=subcategory&index=7571&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Чокана, ул. Николае Милеску-Спэтарул, 63",70 м²,,,,Агентство,Новострой,,
Продам,Solomon Construct Imobil,1,102873330,Квартира с ливингом,4,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,125 000 €,Eвроремонт,Mонолитный,https://999.md/ru/102873330?location=subcategory&index=7572&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Чокана, ул. Николае Милеску-Спэтарул, 63",42 м²,Oткрытое,,,Агентство,Новострой,,
Продам,,,100030203,,14,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,97 200 €,,,https://999.md/ru/100030203?location=subcategory&index=7573&cardCategoryId=270&cardSubcategoryId=1404,15,"Кишинёв мун., Кишинёв, Рышкановка, bd. Renașterii Naționale, 27",54 м²,,,,Агентство,Новострой,,
Продам,,,103326805,,9,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,73 400 €,,,https://999.md/ru/103326805?location=subcategory&index=7574&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Телецентр, sos. Hincesti, 140",57 м²,,,,Агентство,Новострой,,
Продам,Eldorado Terra,2,104091850,,8,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,135 000 €,Eвроремонт,Kомбинированный,https://999.md/ru/104091850?location=subcategory&index=7575&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 12/3",66 м²,Oткрытое,1,,Застройщик,Новострой,Индивидуальная,
Сдаю помесячно,,2,104536387,Квартира с ливингом,7,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,650 €,,,https://999.md/ru/104536387?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE1NjIzNTgsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1MzYzODciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiODY4ZmU5ODYtY2ZlNC00NzA4LThiZTAtZWEwNTUyZjhiOWZkIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNVQyMToyNTo1OC4xMTc2MzU5MzVaIn19.Cfjt_EMHQVUQ45SHDGt4spCcdDGEuMbcQG42i5k8Chw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=7576&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Буюканы, Str. Nicolae Costin , 65/3",60 м²,Oткрытое,1,,Частное лицо,Вторичный,,
