Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,Estate Invest Company,,103555244,Квартира с ливингом,2,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,72 900 €,Белый вариант,Kирпичный,https://999.md/ru/103555244?location=subcategory&index=4603&cardCategoryId=270&cardSubcategoryId=1404,12,Расположение,73 м²,Подземная,,,Застройщик,Новострой,,
Продам,,,104276746,,9,"3-х комнатная квартира,  10 квартал,  Бельцы,  Бельцы мун.",3-х комнатная квартира,,86 000 €,,,https://999.md/ru/104276746?location=subcategory&index=4604&cardCategoryId=270&cardSubcategoryId=1404,9,"Бельцы мун., Бельцы, 10 квартал, ул. Сучава, 8",72 м²,,2,,Агентство,Вторичный,,
Продам,,2,103687848,,5,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",4-x комнатная квартира,,111 000 €,,,https://999.md/ru/103687848?location=subcategory&index=4605&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Центр, ул. Албишоара, 1",90 м²,,3,,Агентство,Вторичный,,
Продам,,,103692511,Квартира с ливингом,4,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",2-х комнатная квартира,,117 900 €,,,https://999.md/ru/103692511?location=subcategory&index=4606&cardCategoryId=270&cardSubcategoryId=1404,7,"Кишинёв мун., Дурлешты, Центр, ул. Тудор Владимиреску, 1",65 м²,,,,Агентство,Новострой,,
Продам,,1,103686866,,3,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,165 000 €,,,https://999.md/ru/103686866?location=subcategory&index=4607&cardCategoryId=270&cardSubcategoryId=1404,4,"Кишинёв мун., Кишинёв, Центр, ул. Ион Инкулец, 1",67 м²,,,,Агентство,Новострой,,
Продам,,2,102379868,,4,"4-x комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",4-x комнатная квартира,,109 900 €,Косметический pемонт,,https://999.md/ru/102379868?location=subcategory&index=4608&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Чокана, str. Petru Zadnipru, 16/2",84 м²,,2,,Агентство,Вторичный,135,
Продам,Basconslux,1,102998960,,11,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,106 000 €,Eвроремонт,,https://999.md/ru/102998960?location=subcategory&index=4609&cardCategoryId=270&cardSubcategoryId=1404,15,"Кишинёв мун., Кишинёв, Буюканы, Alba-Iulia, 75/22",52 м²,Oткрытое,1,,Агентство,Новострой,Индивидуальная,
Продам,Premium-Cons Grup,1,104297885,Квартира с ливингом,1,"1-комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.",1-комнатная квартира,2800 см,73 777 €,Незавершенное cтроительство,Kомбинированный,https://999.md/ru/104297885?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE1NTcyNzAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQyOTc4ODUiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMzI2N2RiMDctY2Y4OS00NjI1LTgxOTUtZTJmMTM4ZDYwMmU1IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE1VDIwOjAxOjEwLjc4MjUzNTM3NFoifX0.k4JgwHqJsKLU9nUt2bmE6aVDGa7UzMlDLcKVVK2JmAM&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4610&cardCategoryId=270&cardSubcategoryId=1404,6,"Кишинёв мун., Думбрава, Центр, str. Durleşti, 56",55 м²,Гараж,1,25 м²,Застройщик,Новострой,Индивидуальная,30 м²
Продам,Inamstro,,104068090,Квартира с ливингом,10,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,97 000 €,Белый вариант,Kирпичный,https://999.md/ru/104068090?location=subcategory&index=4611&cardCategoryId=270&cardSubcategoryId=1404,15,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 16",46 м²,,,,Застройщик,Новострой,,
Продам,Inamstro,,101342057,,6,"3-х комнатная квартира,  Центр,  Хынчешты,  Хынчешты",3-х комнатная квартира,,88 600 €,Белый вариант,,https://999.md/ru/101342057?location=subcategory&index=4612&cardCategoryId=270&cardSubcategoryId=1404,8,"Хынчешты, Хынчешты, Центр, str. Mihail Sadoveanu, 6",81 м²,,,,Частное лицо,Новострой,,
Продам,,1,103203176,Квартира с ливингом,4,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,71 900 €,Косметический pемонт,Панельный,https://999.md/ru/103203176?location=subcategory&index=4613&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Чокана, str. Igor Vieru, 14/1",35 м²,,,,Застройщик,Вторичный,Мс (Молд. Серия),
Продам,,1,104083358,Квартира с ливингом,1,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",3-х комнатная квартира,,164 500 €,Eвроремонт,,https://999.md/ru/104083358?location=subcategory&index=4614&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 88/1",86 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,,1,103530702,Квартира с ливингом,2,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,85 000 €,Косметический pемонт,Kотельцовый,https://999.md/ru/103530702?location=subcategory&index=4615&cardCategoryId=270&cardSubcategoryId=1404,2,"Кишинёв мун., Кишинёв, Центр, str. Mihail Kogălniceanu, 44",55 м²,Oткрытое,1,,Агентство,Вторичный,Ст (Сталинка),
Продам,,1,100927103,Квартира с ливингом,4,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,95 000 €,Eвроремонт,,https://999.md/ru/100927103?location=subcategory&index=4616&cardCategoryId=270&cardSubcategoryId=1404,7,"Кишинёв мун., Кишинёв, Буюканы, str. Durlești, .",44 м²,Oткрытое,,,Агентство,Новострой,Индивидуальная,
Продам,,1,102562935,Квартира без ливинга,3,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,240 см,81 000 €,Eвроремонт,Kирпичный,https://999.md/ru/102562935?location=subcategory&index=4617&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Буюканы, str.sucevita , 36/1",37 м²,Oткрытое,Нет,,Частное лицо,Вторичный,Гостинка,37 м²
Продам,,,102209142,Квартира с ливингом,1,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",3-х комнатная квартира,,164 500 €,Eвроремонт,,https://999.md/ru/102209142?location=subcategory&index=4618&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 78",86 м²,,1,,Агентство,Новострой,,
Продам,,2,88535741,,2,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,333 000 €,Eвроремонт,Бетон,https://999.md/ru/88535741?location=subcategory&index=4619&cardCategoryId=270&cardSubcategoryId=1404,4,"Кишинёв мун., Кишинёв, Рышкановка, str. Fiodor Tolbuhin, 24",138 м²,Подземная,1,,Частное лицо,Новострой,Индивидуальная,138 м²
Продам,,,89715743,,5,"Комната,  Центр,  Сороки,  Сороки",Комната,,13 000 €,Косметический pемонт,,https://999.md/ru/89715743?location=subcategory&index=4620&cardCategoryId=270&cardSubcategoryId=1404,5,"Сороки, Сороки, Центр, str. Luceafărul, 3/77",18 м²,,,,Частное лицо,Вторичный,,
Продам,Exfactor-grup,1,103468776,Квартира с ливингом,7,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,185 000 €,Eвроремонт,Kотельцовый,https://999.md/ru/103468776?location=subcategory&index=4621&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Кишинёв, Телецентр, str. Pietrarilor, 10/5",78 м²,,1,,Частное лицо,Новострой,Индивидуальная,78 м²
Сдаю посуточно,,1,103867169,Квартира с ливингом,9,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,40 €,,,https://999.md/ru/103867169?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE1NTcyNzAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4NjcxNjkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNjNmMDg1NDAtOGMxYy00ZWI4LWI5NTEtYmFmNjJmNDExMmUwIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE1VDIwOjAxOjEwLjc4MjYyNjk2M1oifX0.uK5xjWFjZTHXrP1DQrOZn7LQGtiikMAWc0fOmKyoIxg&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4622&cardCategoryId=270&cardSubcategoryId=1404,11,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 43/E",45 м²,Oткрытое,,,Частное лицо,Новострой,,
Продам,Sky House,1,104087041,,4,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,300 см,87 000 €,Белый вариант,Kирпичный,https://999.md/ru/104087041?location=subcategory&index=4623&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 10",58 м²,Подземная,1,20 м²,Застройщик,Новострой,,30 м²
Продам,,1,103334796,,13,"1-комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",1-комнатная квартира,,74 000 €,Eвроремонт,,https://999.md/ru/103334796?location=subcategory&index=4624&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Ставчены, Центр, str. Constantin Stamati, 2/1",43 м²,Oткрытое,1,,Агентство,Новострой,,
