Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,,,104611899,Квартира с ливингом,18,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,89 900 €,,,https://999.md/ru/104611899?location=subcategory&index=7177&cardCategoryId=270&cardSubcategoryId=1404,19,"Кишинёв мун., Кишинёв, Центр, str. Albisoara, 82/4",72 м²,,,,Застройщик,Вторичный,,60 м²
Продам,,2,104019731,,8,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,149 000 €,Eвроремонт,Панельный,https://999.md/ru/104019731?location=subcategory&index=7178&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Буюканы, șos. Balcani, 4/3",75 м²,,1,,Частное лицо,Вторичный,Мс (Молд. Серия),
Продам,Lagmar Impex,,103889423,Квартира с ливингом,7,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,71 800 €,Белый вариант,Kирпичный,https://999.md/ru/103889423?location=subcategory&index=7179&cardCategoryId=270&cardSubcategoryId=1404,14,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 18",46 м²,,,,Агентство,Новострой,,
Продам,,1,104533167,Квартира с ливингом,1,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,105 900 €,Eвроремонт,,https://999.md/ru/104533167?location=subcategory&index=7180&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 100/3",51 м²,,,,Агентство,Новострой,,
Продам,,,104607719,Квартира с ливингом,1,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",2-х комнатная квартира,,151 000 €,Eвроремонт,,https://999.md/ru/104607719?location=subcategory&index=7181&cardCategoryId=270&cardSubcategoryId=1404,8,Расположение,72 м²,,1,,Агентство,Новострой,,
Продам,,,104589250,,9,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,96 900 €,,,https://999.md/ru/104589250?location=subcategory&index=7182&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 22/3",70 м²,,,,Агентство,Вторичный,,
Продам,Horus,,101339163,Квартира с ливингом,1,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,132 900 €,Белый вариант,,https://999.md/ru/101339163?location=subcategory&index=7183&cardCategoryId=270&cardSubcategoryId=1404,11,"Кишинёв мун., Кишинёв, Рышкановка, str. Matei Basarab, 1/1",87 м²,,1,,Агентство,Новострой,,
Сдаю посуточно,,1,104030444,Квартира без ливинга,9,"1-комнатная квартира,  10 квартал,  Бельцы,  Бельцы мун.",1-комнатная квартира,,450 MDL,Eвроремонт,,https://999.md/ru/104030444?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE1NjE4MTgsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMzA0NDQiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiM2JjNTM2M2YtNzU5ZC00NThiLThiOWYtYWI3YTg2MDVjNWExIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNVQyMToxNjo1OC40NjYzNzYwNDZaIn19.IASKU21WieHtI1KYvH_bmmkqaU4VY6IRAkM3o-Jf3ik&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=7184&cardCategoryId=270&cardSubcategoryId=1404,9,"Бельцы мун., Бельцы, 10 квартал, bd. Larisa, 8",33 м²,,Нет,,Частное лицо,Вторичный,,
Продам,,,101334730,,5,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,92 800 €,Незавершенное cтроительство,,https://999.md/ru/101334730?location=subcategory&index=7185&cardCategoryId=270&cardSubcategoryId=1404,11,"Кишинёв мун., Кишинёв, Рышкановка, str. Ceucari, 1/1",64 м²,,,,Агентство,Новострой,,
Продам,,,104015937,,2,"2-х комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",2-х комнатная квартира,,52 000 €,Косметический pемонт,,https://999.md/ru/104015937?location=subcategory&index=7186&cardCategoryId=270&cardSubcategoryId=1404,5,"Бельцы мун., Бельцы, БАМ, str. Bulgară, 162",42 м²,,,,Агентство,Вторичный,,
