Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,,2,104032348,,7,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,115 000 €,Eвроремонт,,https://999.md/ru/104032348?location=subcategory&index=20671&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 28",53 м²,,,,Частное лицо,Вторичный,,
Продам,,,104423257,,4,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,110 000 €,,,https://999.md/ru/104423257?location=subcategory&index=20672&cardCategoryId=270&cardSubcategoryId=1404,11,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornești, 17",40 м²,,,,Агентство,Новострой,,
Продам,,2,102744482,Квартира с ливингом,15,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,340 см,205 700 €,Белый вариант,,https://999.md/ru/102744482?location=subcategory&index=20673&cardCategoryId=270&cardSubcategoryId=1404,15,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Orheiului, 20",121 м²,,,,Застройщик,Новострой,Индивидуальная,
Продам,A-casa,1,104090486,Квартира с ливингом,6,"3-х комнатная квартира,  Центр,  Сороки,  Сороки",3-х комнатная квартира,2300 см,55 000 €,Сдан в эксплуатацию,Бетон,https://999.md/ru/104090486?location=subcategory&index=20674&cardCategoryId=270&cardSubcategoryId=1404,6,Расположение,113 м²,Под навесом,1,20 м²,Частное лицо,Вторичный,102,93 м²
Продам,,2,100421720,Квартира с ливингом,6,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,515 000 €,Eвроремонт,,https://999.md/ru/100421720?location=subcategory&index=20675&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Центр, str. Serghei Lazo, 34/1",115 м²,,1,,Застройщик,Новострой,Индивидуальная,
Продам,,2,102744078,Квартира с ливингом,10,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,221 900 €,Белый вариант,,https://999.md/ru/102744078?location=subcategory&index=20676&cardCategoryId=270&cardSubcategoryId=1404,15,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Orheiului, 28/2",127 м²,,1,,Застройщик,Новострой,Индивидуальная,
Продам,Exfactor-grup,2,102046236,Квартира с ливингом,12,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,210 000 €,Eвроремонт,,https://999.md/ru/102046236?location=subcategory&index=20677&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",70 м²,,1,,Застройщик,Новострой,Индивидуальная,
Продам,A-casa,2,102384751,,1,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,120 000 €,Без ремонта,,https://999.md/ru/102384751?location=subcategory&index=20678&cardCategoryId=270&cardSubcategoryId=1404,4,"Кишинёв мун., Кишинёв, Чокана, str. Bucovinei, 3",68 м²,Oткрытое,,,Частное лицо,Новострой,,
Продам,,,102223120,Квартира с ливингом,2,"2-х комнатная квартира,  Окраина,  Чореску,  Кишинёв мун.",2-х комнатная квартира,270 см,90 500 €,Белый вариант,,https://999.md/ru/102223120?location=subcategory&index=20679&cardCategoryId=270&cardSubcategoryId=1404,2,"Кишинёв мун., Чореску, Окраина, str. Teilor, 32",65 м²,Oткрытое,,,Частное лицо,Новострой,,
Продам,,2,104422786,Квартира с ливингом,1,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,210 000 €,Eвроремонт,,https://999.md/ru/104422786?location=subcategory&index=20680&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 11",94 м²,Oткрытое,,,Агентство,Новострой,,94 м²
Продам,,1,89170655,Квартира с ливингом,2,"3-х комнатная квартира,  Центр,  Рышканы,  Рышканы",3-х комнатная квартира,250 см,61 500 €,Eвроремонт,Бетон,https://999.md/ru/89170655?location=subcategory&index=20681&cardCategoryId=270&cardSubcategoryId=1404,2,Расположение,80 м²,Гараж,1,10 м²,Частное лицо,Вторичный,Индивидуальная,80 м²
