id,Количество этажей,Жилая площадь,Количество комнат,Адрес,Застройщик,Ливинг,link,Состояние квартиры,Балкон / лоджия,Автор объявления,Тип,Санузел,price,Планировка,title,Тип здания,Парковочное место,Высота потолков,Жилой фонд,Общая площадь,Этаж,Площадь кухни
75535693,16,,2-х комнатная квартира,Расположение,,,https://999.md/ru/75535693?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTU5MDIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3NTUzNTY5MyIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InByZW1pdW0iLCJsIjoiOTkyYjUyYWItZmVjYi00YmVjLWE1NjAtMmVkNTQyZTBmZWU5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxOToxMTo0Mi40ODg4OTIzMjdaIn19.m8NqSOmuR-qOo5ENcDmNyR24HDc-OLPbIJEwdijLyLU&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,Индивидуальный дизайн,1,Агентство,Сдаю посуточно,1,65 €,Индивидуальная,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Kомбинированный,Oткрытое,,Новострой,65 м²,4,
102719690,14,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, бд. Дечебал, 99/C",,,https://999.md/ru/102719690?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTU5MDIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI3MTk2OTAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMmI3MjU4OGYtMzBhZi00OWIzLWE2ZTUtZjcyNjExZGFiYzRjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE5OjExOjQyLjQ4ODk2MTQ5MloifX0.OQhW73k0Q9jAZmz0uPenYU9oSCrCUVt8PEpNldfqm04&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,Eвроремонт,,Агентство,,1,799 MDL,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Бетон,,,Новострой,55 м²,5,
102736817,14,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Vorniceni, 1",,Квартира с ливингом,https://999.md/ru/102736817?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTU5MDIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI3MzY4MTciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMmI3MjU4OGYtMzBhZi00OWIzLWE2ZTUtZjcyNjExZGFiYzRjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE5OjExOjQyLjQ4OTAwOTY0NloifX0.LzAIgrq_9D--rilV6U01hHOYUKgw9SBjuNDNe2zEzM4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,Eвроремонт,,Агентство,Сдаю посуточно,1,850 MDL,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Бетон,,,Новострой,55 м²,2,
102691920,14,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Testimiteanu, 3\15",,Квартира без ливинга,https://999.md/ru/102691920?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTU5MDIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI2OTE5MjAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMmI3MjU4OGYtMzBhZi00OWIzLWE2ZTUtZjcyNjExZGFiYzRjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE5OjExOjQyLjQ4OTA2ODQ3OVoifX0.qGt0-F7Lb24ZsRk8Z-lp_Ftt9RlknPJZDei5l9E-KbA&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,Eвроремонт,1,Агентство,Сдаю посуточно,1,799 MDL,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Бетон,,350 см,Новострой,55 м²,4,
104119679,9,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 29",,,https://999.md/ru/104119679?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTU5MDIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTk2NzkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiNzNkYTg2NDQtODhmYy00NzgyLTk5OWEtYjBiYjgxMDU4ODBlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxOToxMTo0Mi40ODgyNDA1MTdaIn19.e0QA4g6syzz1y4E1Fvem1smCs2YjxD6s6Qng4JqTqn8&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=1,,3,Агентство,Продам,2,118 500 €,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,,Вторичный,82 м²,4,17 м²
74218641,9,,3-х комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Durlesti, 10/B",Astercon,,https://999.md/ru/74218641?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTU5MDIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3NDIxODY0MSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InByZW1pdW0iLCJsIjoiYWU5NDFlNGItMTgwZS00ZWNhLWE5MTYtM2FlZWEyY2IzMGYxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxOToxMTo0Mi40ODgzNTQ3NFoifX0.F64t4BnTaYt-4tINXdXJp-EFl8FBPJTXL24ATHJJV7U&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=2,Белый вариант,1,Застройщик,Продам,2,121 075 €,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Kотельцовый,Гараж,275 см,Новострой,84 м²,9,13 м²
104089429,9,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6",Inamstro,Квартира с ливингом,https://999.md/ru/104089429?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTU5MDIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwODk0MjkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMTM5ZTZlMTAtNmQ0Mi00NTkxLWFjNzUtZDAyYmYzYjA1NDhiIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxOToxMTo0Mi40ODgzODY5NTRaIn19.a7ZxbY8WRgqhnYfhYl8SE2omhN8PRAAisBX4CGAbk1I&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=3,,,Застройщик,,,148 000 €,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Oткрытое,275 см,Новострой,64 м²,8,
87651512,9,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 34/1",,,https://999.md/ru/87651512?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTU5MDIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NzY1MTUxMiIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiI2M2I5MjM3YS1jZjE0LTQ4NDItYmJhZC05NGUyYjc5Y2Q0OGIiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA0LTIwVDE5OjExOjQyLjQ4ODQyMzMyN1oifX0.ZcTAYtEHSPmJJ8kMLAvLDaQmadbizqru_oa9YAdFYvM&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=4,,,Частное лицо,Сдаю помесячно,,500 €,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,,Вторичный,55 м²,3,
103695492,12,,2-х комнатная квартира,Расположение,Estate Invest Company,Квартира с ливингом,https://999.md/ru/103695492?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTU5MDIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2OTU0OTIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMzI1MzE1MTItMjNlZS00ZWMxLTk0NWUtYmZiNWQ2MDc2YjFlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE5OjExOjQyLjQ4ODUzNzg4MloifX0.Uq2q9oSIac_1BXK3YQ72WQDmKDj80NCJdebIvS6AKUY&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=5,Сдан в эксплуатацию,,Частное лицо,Продам,2,159 900 €,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Kирпичный,,,Новострой,90 м²,5,
82505768,7,,2-х комнатная квартира,Расположение,,,https://999.md/ru/82505768?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTU5MDIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MjUwNTc2OCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiIxMjNjYWYwYS0zNGQxLTQzNjQtODA4OS1kZjQ3ZjE0YzkyZjEiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDE5OjExOjQyLjQ4ODYwOTUxOFoifX0.HPiTETEjtZ4DdTU204Ho4bYJOZeZZabi0umzaWhBoOU&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=6,,,Частное лицо,Сдаю помесячно,,1 100 €,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,3000 см,Новострой,50 м²,4,
