Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,,,103320781,,4,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,160 000 €,,,https://999.md/ru/103320781?location=subcategory&index=17941&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Центр, ул. Лев Толстой, 24/1",70 м²,,,,,Новострой,,
Продам,Inamstro,,104512836,Квартира с ливингом,4,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,122 000 €,Eвроремонт,,https://999.md/ru/104512836?location=subcategory&index=17942&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Центр, str. Ion Inculeț, 4",68 м²,,,,Застройщик,Новострой,,
Продам,,1,100925714,,4,"2-х комнатная квартира,  Центр,  Глодень,  Глодяны",2-х комнатная квартира,,25 000 €,Косметический pемонт,,https://999.md/ru/100925714?location=subcategory&index=17943&cardCategoryId=270&cardSubcategoryId=1404,5,"Глодяны, Глодень, Центр, str. Vasile Zgîrcea, 11",44 м²,Oткрытое,1,,Агентство,Вторичный,,
Продам,,1,104512825,,9,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,146 900 €,Eвроремонт,,https://999.md/ru/104512825?location=subcategory&index=17944&cardCategoryId=270&cardSubcategoryId=1404,14,"Кишинёв мун., Кишинёв, Старая Почта, str. Iazului, 38",57 м²,,1,,Агентство,Новострой,,
Продам,Inamstro,1,104512820,,4,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,122 000 €,Белый вариант,Бетон,https://999.md/ru/104512820?location=subcategory&index=17945&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Testemițanu, 12a",68 м²,,1,,Застройщик,Новострой,Индивидуальная,
Продам,,2,104512808,,2,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,217 000 €,Eвроремонт,,https://999.md/ru/104512808?location=subcategory&index=17946&cardCategoryId=270&cardSubcategoryId=1404,7,"Кишинёв мун., Кишинёв, Рышкановка, ул. Чеукарь, .",92 м²,Oткрытое,2,,Агентство,Новострой,Индивидуальная,
Продам,,1,83614786,,2,"3-х комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",3-х комнатная квартира,300 см,64 000 €,Eвроремонт,Kотельцовый,https://999.md/ru/83614786?location=subcategory&index=17947&cardCategoryId=270&cardSubcategoryId=1404,2,"Бельцы мун., Бельцы, БАМ, str. Alexandru cel Bun, 42",80 м²,Oткрытое,1,10 м²,Частное лицо,Вторичный,Индивидуальная,61 м²
Продам,,1,104371623,Квартира без ливинга,5,"Комната,  Скулянка,  Кишинёв,  Кишинёв мун.",Комната,,39 900 €,,,https://999.md/ru/104371623?location=subcategory&index=17948&cardCategoryId=270&cardSubcategoryId=1404,6,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 45.",17 м²,Oткрытое,,,Агентство,Вторичный,,17 м²
Продам,,,104512760,Квартира с ливингом,7,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,74 900 €,Eвроремонт,,https://999.md/ru/104512760?location=subcategory&index=17949&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 1/3",35 м²,,,,Агентство,Вторичный,,
Продам,Exfactor-grup,,104512713,,8,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,119 000 €,Eвроремонт,,https://999.md/ru/104512713?location=subcategory&index=17950&cardCategoryId=270&cardSubcategoryId=1404,10,Расположение,49 м²,,,,Частное лицо,Новострой,,
