Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,,,104158948,,13,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,81 000 €,,,https://999.md/ru/104158948?location=subcategory&index=469&cardCategoryId=270&cardSubcategoryId=1404,15,"Кишинёв мун., Кишинёв, Рышкановка, bd. Renașterii Naționale, 35",45 м²,,,,Застройщик,Новострой,,
Продам,,,104158855,,7,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,91 000 €,,,https://999.md/ru/104158855?location=subcategory&index=470&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Старая Почта, str. Doina, 158",70 м²,,,,Застройщик,Новострой,,
Продам,,1,104495947,,5,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,93 000 €,Eвроремонт,,https://999.md/ru/104495947?location=subcategory&index=471&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 26/2",47 м²,,,,Агентство,Вторичный,,
Продам,Estate Invest Company,,104158841,,6,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,71 500 €,,,https://999.md/ru/104158841?location=subcategory&index=472&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Старая Почта, str. Doina, 158",55 м²,,,,Застройщик,Новострой,,
Продам,,,104159009,,13,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,178 000 €,,,https://999.md/ru/104159009?location=subcategory&index=473&cardCategoryId=270&cardSubcategoryId=1404,15,"Кишинёв мун., Кишинёв, Центр, str. Melestiu, 16/2",80 м²,,,,Застройщик,Новострой,,
Продам,,,104158894,,9,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,86 400 €,,,https://999.md/ru/104158894?location=subcategory&index=474&cardCategoryId=270&cardSubcategoryId=1404,15,"Кишинёв мун., Кишинёв, Рышкановка, bd. Renașterii Naționale, 35",48 м²,,,,Застройщик,Новострой,,
Продам,Basconslux,,104625208,,2,"1-комнатная квартира,  Окраина,  Кожушна,  Страшены",1-комнатная квартира,,50 000 €,Сдан в эксплуатацию,Kомбинированный,https://999.md/ru/104625208?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE1NDk5NjMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MjUyMDgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiN2IyMzAzYTAtYTg0OS00OTcxLTliZDEtZmI5YjE1YWUwZWNmIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE1VDE3OjU5OjIzLjQwNjM1MzAxNloifX0.3K4efqZuHU7IdBhWUba_XV8vgLEHR59JNlXXCdWNe2Q&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=475&cardCategoryId=270&cardSubcategoryId=1404,5,"Страшены, Кожушна, Окраина, Кожушна вилла , 3",50 м²,,,,Агентство,Новострой,,
Продам,Estate Invest Company,,104155770,,4,"4-x комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",4-x комнатная квартира,,133 000 €,Незавершенное cтроительство,,https://999.md/ru/104155770?location=subcategory&index=476&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 2",134 м²,,,,Частное лицо,Новострой,,
Продам,Estate Invest Company,,104158646,,3,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,65 000 €,Незавершенное cтроительство,,https://999.md/ru/104158646?location=subcategory&index=477&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Старая Почта, str. Doina, 158",50 м²,,,,Частное лицо,Новострой,,50 м²
Продам,Estate Invest Company,,104158815,,5,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,52 000 €,Незавершенное cтроительство,,https://999.md/ru/104158815?location=subcategory&index=478&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Старая Почта, str. Doina, 158",40 м²,,,,Застройщик,Новострой,,
