Застройщик,Тип здания,link,Парковочное место,title,Ливинг,Санузел,Количество этажей,Общая площадь,Состояние квартиры,Жилой фонд,Площадь кухни,Количество комнат,price,Адрес,Высота потолков,Тип,Жилая площадь,id,Этаж,Автор объявления,Балкон / лоджия,Планировка
,,https://999.md/ru/102689593?location=subcategory&index=5149&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,6,122 м²,Eвроремонт,Новострой,,2-х комнатная квартира,407 000 €,"Кишинёв мун., Кишинёв, Центр, str. Mihail Kogălniceanu, /",,Продам,,102689593,5,Агентство,2,Индивидуальная
,Kотельцовый,https://999.md/ru/104466555?location=subcategory&index=5150&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,2,5,31 м²,Нуждается в ремонте,Вторичный,,2-х комнатная квартира,60 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, /",,Продам,,104466555,4,Агентство,,Малосемейная
,,https://999.md/ru/104327815?location=subcategory&index=5151&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,1,9,15 м²,Eвроремонт,Вторичный,,1-комнатная квартира,26 500 €,"Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 22",,Продам,,104327815,7,Агентство,1,
Exfactor-grup,,https://999.md/ru/104563425?location=subcategory&index=5152&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,9,68 м²,,Новострой,,2-х комнатная квартира,95 200 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 60/5",,Продам,,104563425,4,Застройщик,,
,,https://999.md/ru/104510634?location=subcategory&index=5153&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,14,72 м²,,Вторичный,,3-х комнатная квартира,87 900 €,"Кишинёв мун., Кишинёв, Центр, str. Albișoara, 82/2",,Продам,,104510634,9,Застройщик,,
,,https://999.md/ru/103874567?location=subcategory&index=5154&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,9,47 м²,Eвроремонт,Новострой,,1-комнатная квартира,126 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, -",,Продам,,103874567,4,Агентство,,
,,https://999.md/ru/104462689?location=subcategory&index=5155&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,1,7,46 м²,Eвроремонт,Новострой,,1-комнатная квартира,98 900 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 86",,Продам,,104462689,5,Застройщик,1,
,,https://999.md/ru/103886717?location=subcategory&index=5156&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,1,5,20 м²,Eвроремонт,Вторичный,,1-комнатная квартира,38 900 €,Расположение,,Продам,20 м²,103886717,2,Агентство,,
,,https://999.md/ru/104035561?location=subcategory&index=5157&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,9,32 м²,Незавершенное cтроительство,Новострой,,1-комнатная квартира,37 500 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 59",,Продам,,104035561,6,Застройщик,,
,,https://999.md/ru/104209305?location=subcategory&index=5158&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",,,12,62 м²,,Новострой,,2-х комнатная квартира,133 500 €,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, ---",,Продам,,104209305,5,Агентство,,
,,https://999.md/ru/103447473?location=subcategory&index=5159&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,,10,37 м²,,Новострой,,1-комнатная квартира,51 590 €,"Кишинёв мун., Дурлешты, Центр, ул. Николае Димо, ---",,Продам,,103447473,5,Агентство,,
Solomon Construct Imobil,,https://999.md/ru/104590779?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzM0OTQsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1OTA3NzkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMjA6NDQ6NTQuOTgxMzY5OTJaIn19.wJc-kKOFhCYOBZalZ7qF4D8p0M105U4CoPJIMmR3sEo&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=5160&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,,10,75 м²,,Новострой,,2-х комнатная квартира,77 771 €,"Кишинёв мун., Дурлешты, Центр, ул. Николае Димо, 24",,Продам,,104590779,1,Застройщик,,
,,https://999.md/ru/103169726?location=subcategory&index=5161&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,,6,34 м²,Eвроремонт,Новострой,,1-комнатная квартира,77 000 €,"Кишинёв мун., Дурлешты, Центр, str. Burebista, ----",,Продам,,103169726,4,Агентство,,
,,https://999.md/ru/86834906?location=subcategory&index=5162&cardCategoryId=270&cardSubcategoryId=1404,,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,2,9,173 м²,,Новострой,,4-x комнатная квартира,679 000 €,Расположение,,Продам,,86834906,8,Агентство,2,
,,https://999.md/ru/104578968?location=subcategory&index=5163&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,5,50 м²,,Новострой,,2-х комнатная квартира,87 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Movileni, 26",,Продам,,104578968,2,Агентство,,
Exfactor-grup,Kирпичный,https://999.md/ru/104278359?location=subcategory&index=5164&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,9,86 м²,Eвроремонт,Новострой,,2-х комнатная квартира,219 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13",,Продам,,104278359,3,Агентство,,
,,https://999.md/ru/104066972?location=subcategory&index=5165&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,,5,46 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,87 999 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 18/2",,Продам,,104066972,5,Застройщик,,
Lagmar Impex,,https://999.md/ru/104401005?location=subcategory&index=5166&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,10,48 м²,Eвроремонт,Новострой,,1-комнатная квартира,112 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 14/C",,Продам,,104401005,9,Частное лицо,1,
,,https://999.md/ru/103867987?location=subcategory&index=5167&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Страшены,  Страшены",,,5,71 м²,Индивидуальный дизайн,Вторичный,,3-х комнатная квартира,65 000 €,"Страшены, Страшены, Центр, str. Veronica Micle, 32",,Продам,,103867987,3,Частное лицо,,
,,https://999.md/ru/104309862?location=subcategory&index=5168&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Купчинь,  Единцы",Квартира с ливингом,,5,60 м²,Eвроремонт,Вторичный,,3-х комнатная квартира,42 500 €,"Единцы, Купчинь, Центр, str. Livezilor, 10",,Продам,60 м²,104309862,1,Частное лицо,1,
Carpeni,Kомбинированный,https://999.md/ru/104453797?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzM0OTQsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ0NTM3OTciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMDk3M2U4ZjgtNTMxZS00NGMyLTg2ZWUtNzAyMDliNzVlMGI5IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDIwOjQ0OjU0Ljk4MTQzNDg4M1oifX0.acdB4kh7TWGMvQiiT7K-7v5XId5EPDE3wLXksqcFR6s&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=5169&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,10,71 м²,Eвроремонт,Новострой,,2-х комнатная квартира,167 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25",,Продам,,104453797,9,Застройщик,Нет,Индивидуальная
,,https://999.md/ru/104427275?location=subcategory&index=5170&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,1,9,33 м²,Косметический pемонт,Вторичный,,1-комнатная квартира,62 000 €,"Кишинёв мун., Кишинёв, Буюканы,  str. Onisifor Ghibu, 2",,Продам,,104427275,3,Агентство,1,
,,https://999.md/ru/104331465?location=subcategory&index=5171&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,2,16,40 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,77 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolae Costin, 61/3",,Продам,,104331465,16,Агентство,Нет,
,,https://999.md/ru/104339412?location=subcategory&index=5172&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,1,9,46 м²,,Новострой,,1-комнатная квартира,99 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, 1/A",,Продам,,104339412,7,Агентство,1,
,Kотельцовый,https://999.md/ru/104531622?location=subcategory&index=5173&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,5,44 м²,Eвроремонт,Вторичный,6 м²,2-х комнатная квартира,97 000 €,"Кишинёв мун., Кишинёв, Рышкановка, ул. Николай Димо, 11/3",260 см,Продам,38 м²,104531622,1,Застройщик,,Индивидуальная
,,https://999.md/ru/104524999?location=subcategory&index=5174&cardCategoryId=270&cardSubcategoryId=1404,Под навесом,"3-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Квартира с ливингом,,3,74 м²,,Вторичный,,3-х комнатная квартира,85 000 €,"Кишинёв мун., Криково, Центр, str. Chişinău, 106",,Продам,,104524999,2,Частное лицо,1,
Exfactor-grup,,https://999.md/ru/103616597?location=subcategory&index=5175&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,9,51 м²,Белый вариант,Новострой,,1-комнатная квартира,78 500 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62",,Продам,,103616597,7,Агентство,2,
Dansicons,,https://999.md/ru/103358149?location=subcategory&index=5176&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,10,87 м²,Белый вариант,Новострой,,3-х комнатная квартира,178 900 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 99",,Продам,,103358149,8,Агентство,1,
Lagmar Impex,,https://999.md/ru/103304653?location=subcategory&index=5177&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,10,40 м²,Eвроремонт,Новострой,,1-комнатная квартира,110 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornesti, 17",,Продам,,103304653,4,Агентство,,
