Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,,1,103428446,Квартира с ливингом,6,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,270 см,65 500 €,Eвроремонт,Kомбинированный,https://999.md/ru/103428446?location=subcategory&index=20437&cardCategoryId=270&cardSubcategoryId=1404,6,"Кишинёв мун., Кишинёв, Рышкановка, str. Alecu Russo, 4",37 м²,Oткрытое,1,8 м²,Агентство,Вторичный,Индивидуальная,
Продам,,1,104387270,Квартира с ливингом,5,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,265 см,84 900 €,Косметический pемонт,Kотельцовый,https://999.md/ru/104387270?location=subcategory&index=20438&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Рышкановка, ул. Флорилор, 16/2",66 м²,Oткрытое,1,,Агентство,Вторичный,Брж (Брежневка),61 м²
Продам,Casa de Piatra,1,104434763,Квартира без ливинга,9,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,30 000 €,Белый вариант,Блочный,https://999.md/ru/104434763?location=subcategory&index=20439&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 22/1",14 м²,Oткрытое,Нет,2 м²,Частное лицо,Вторичный,Малосемейная,10 м²
Продам,A-casa,1,103164145,Квартира с ливингом,5,"2-х комнатная квартира,  Окраина,  Оргеев,  Оргеев",2-х комнатная квартира,2700 см,70 000 €,Косметический pемонт,Kотельцовый,https://999.md/ru/103164145?location=subcategory&index=20440&cardCategoryId=270&cardSubcategoryId=1404,5,"Оргеев, Оргеев, Окраина, str. Iona Iachir, 4",65 м²,,1,12 м²,Частное лицо,Вторичный,Индивидуальная,
Продам,,2,86929987,,1,"3-х комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",3-х комнатная квартира,,240 000 €,Индивидуальный дизайн,Kирпичный,https://999.md/ru/86929987?location=subcategory&index=20441&cardCategoryId=270&cardSubcategoryId=1404,3,"Бельцы мун., Бельцы, БАМ, str. Decebal, 144",146 м²,Подземная,1,,Застройщик,Новострой,,
Продам,,1,103129588,,4,"3-х комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",3-х комнатная квартира,,70 000 €,Индивидуальный дизайн,Kотельцовый,https://999.md/ru/103129588?location=subcategory&index=20442&cardCategoryId=270&cardSubcategoryId=1404,5,"Бельцы мун., Бельцы, БАМ, str. Alexandru cel Bun, 18",70 м²,Oткрытое,1,,Агентство,Вторичный,,
Продам,,1,102198737,,5,"3-х комнатная квартира,  Стелуца,  Бельцы,  Бельцы мун.",3-х комнатная квартира,,69 900 €,Индивидуальный дизайн,Kотельцовый,https://999.md/ru/102198737?location=subcategory&index=20443&cardCategoryId=270&cardSubcategoryId=1404,5,"Бельцы мун., Бельцы, Стелуца, str. Mitropolit Dosoftei, 51",73 м²,Oткрытое,1,,Агентство,Вторичный,,
Продам,,2,100675670,,2,"4-x комнатная квартира,  9 квартал,  Бельцы,  Бельцы мун.",4-x комнатная квартира,,89 000 €,Eвроремонт,,https://999.md/ru/100675670?location=subcategory&index=20444&cardCategoryId=270&cardSubcategoryId=1404,5,"Бельцы мун., Бельцы, 9 квартал, bd. Mihai Eminescu, 7",95 м²,Oткрытое,2,,Агентство,Вторичный,,
Продам,,1,104135833,,2,"1-комнатная квартира,  Центр,  Бельцы,  Бельцы мун.",1-комнатная квартира,,40 000 €,Индивидуальный дизайн,,https://999.md/ru/104135833?location=subcategory&index=20445&cardCategoryId=270&cardSubcategoryId=1404,2,"Бельцы мун., Бельцы, Центр, str. Libertatii, 53",45 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,,,103263938,Квартира с ливингом,1,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,498 765 €,Eвроремонт,Kотельцовый,https://999.md/ru/103263938?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE2MTU0NDIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMyNjM5MzgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMTkzZTBiYzAtMGZlMC00NWQxLThlOGEtZTNlODY5YTUxYjU4IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNlQxMjoxMDo0Mi40OTcyNDAwNDVaIn19.V3nOVKII8XPcA1_HSOel-Ez3z2JPQRsywaBuDtPEJo0&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=20446&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Центр, str. Alexandru cel Bun, 96",55 м²,,,,Частное лицо,Вторичный,,
Продам,,1,104136079,Квартира с ливингом,2,"2-х комнатная квартира,  Центр,  Бельцы,  Бельцы мун.",2-х комнатная квартира,,65 000 €,Индивидуальный дизайн,,https://999.md/ru/104136079?location=subcategory&index=20447&cardCategoryId=270&cardSubcategoryId=1404,2,"Бельцы мун., Бельцы, Центр, str. Libertatii, 53",97 м²,Oткрытое,2,,Агентство,Новострой,,
Продам,,1,104434366,Квартира без ливинга,3,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,62 500 €,Косметический pемонт,,https://999.md/ru/104434366?location=subcategory&index=20448&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, 2",33 м²,,1,,Агентство,Вторичный,Мс (Молд. Серия),
Продам,,,79117082,,2,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,236 989 €,Eвроремонт,,https://999.md/ru/79117082?location=subcategory&index=20449&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, 6",75 м²,,,,Застройщик,Новострой,,
Продам,,,81257881,,2,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,104 099 €,,,https://999.md/ru/81257881?location=subcategory&index=20450&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 27",60 м²,,,,Застройщик,Новострой,,
Продам,,,101921994,Квартира с ливингом,1,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,137 998 €,Косметический pемонт,,https://999.md/ru/101921994?location=subcategory&index=20451&cardCategoryId=270&cardSubcategoryId=1404,1,"Кишинёв мун., Кишинёв, Центр, str. Dîmbului, 20/3",45 м²,,,,Застройщик,Вторичный,,
Продам,,,100755492,Квартира без ливинга,8,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,219 869 €,Белый вариант,,https://999.md/ru/100755492?location=subcategory&index=20452&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 14",102 м²,,,,Застройщик,Новострой,,
Продам,,,104063999,Квартира с ливингом,4,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,84 199 €,Белый вариант,,https://999.md/ru/104063999?location=subcategory&index=20453&cardCategoryId=270&cardSubcategoryId=1404,8,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6",39 м²,,,,Застройщик,Новострой,,
Продам,,1,102831943,,1,"2-х комнатная квартира,  Окраина,  Яловены,  Яловены",2-х комнатная квартира,250 см,65 000 €,Индивидуальный дизайн,Kотельцовый,https://999.md/ru/102831943?location=subcategory&index=20454&cardCategoryId=270&cardSubcategoryId=1404,6,"Яловены, Яловены, Окраина, str. Chilia, 2",45 м²,Oткрытое,1,14 м²,Агентство,Вторичный,Индивидуальная,26 м²
Продам,,1,104433926,Квартира с ливингом,11,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,195 000 €,Eвроремонт,,https://999.md/ru/104433926?location=subcategory&index=20455&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Ботаника, str. Tudor Strișcă, 8/1",85 м²,Oткрытое,,,Агентство,Новострой,,85 м²
Продам,,1,103292200,Квартира с ливингом,3,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,2800 см,98 500 €,Белый вариант,Бетон,https://999.md/ru/103292200?location=subcategory&index=20456&cardCategoryId=270&cardSubcategoryId=1404,18,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latina, 8",86 м²,Oткрытое,1,18 м²,Застройщик,Новострой,Индивидуальная,33 м²
Продам,,,104630061,,5,"3-х комнатная квартира,  Окраина,  Оргеев,  Оргеев",3-х комнатная квартира,,75 000 €,,Kотельцовый,https://999.md/ru/104630061?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE2MTU0NDIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MzAwNjEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYjI3MDNmNjktM2E2MC00OWUyLTg2ZDItMGIzMjZkMWEwZjc1IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE2VDEyOjEwOjQyLjQ5NzM3MjQwMloifX0.WWo7XsXQYtfUquas8riEKz2PClB1wDxXJz98sgTZuNs&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=20457&cardCategoryId=270&cardSubcategoryId=1404,5,"Оргеев, Оргеев, Окраина, str. Tamara Ciobanu, 8",74 м²,,,,Частное лицо,Вторичный,,
Продам,,,104433605,,2,"2-х комнатная квартира,  Центр,  Бульбоака,  Новые Анены",2-х комнатная квартира,3 см,27 000 €,Незавершенное cтроительство,,https://999.md/ru/104433605?location=subcategory&index=20458&cardCategoryId=270&cardSubcategoryId=1404,5,"Новые Анены, Бульбоака, Центр, Stefan cel mare shi sfant 24/ap7, Ivanov",54 м²,,2,,Частное лицо,Вторичный,,53 м²
Продам,,1,103197184,,1,"3-х комнатная квартира,  Балка,  Тирасполь,  Тирасполь мун.",3-х комнатная квартира,,23 000 €,Нуждается в ремонте,Kотельцовый,https://999.md/ru/103197184?location=subcategory&index=20459&cardCategoryId=270&cardSubcategoryId=1404,5,"Тирасполь мун., Тирасполь, Балка, ул. Краснодонская, 36",50 м²,,,6 м²,Частное лицо,Вторичный,Хрущевка,37 м²
Продам,Estate Invest Company,1,104433497,Квартира с ливингом,10,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,76 020 €,Белый вариант,,https://999.md/ru/104433497?location=subcategory&index=20460&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 136",54 м²,,Нет,,Агентство,Новострой,,
Продам,,,104057597,Квартира с ливингом,6,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,117 500 €,Eвроремонт,,https://999.md/ru/104057597?location=subcategory&index=20461&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Центр, str. Albișoara, 10",50 м²,,,,Агентство,Новострой,,
Продам,,2,104433351,Квартира с ливингом,5,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,236 900 €,Eвроремонт,,https://999.md/ru/104433351?location=subcategory&index=20462&cardCategoryId=270&cardSubcategoryId=1404,11,"Кишинёв мун., Кишинёв, Центр, str. Ion Vasilenco, 38",112 м²,Oткрытое,,,Агентство,Новострой,,112 м²
Продам,,1,104433319,Квартира с ливингом,1,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,89 900 €,Eвроремонт,,https://999.md/ru/104433319?location=subcategory&index=20463&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Pelivan, 15",45 м²,Oткрытое,,,Агентство,Вторичный,,45 м²
Продам,,,104352218,,3,"1-комнатная квартира,  Пэмынтены,  Бельцы,  Бельцы мун.",1-комнатная квартира,,28 300 €,,,https://999.md/ru/104352218?location=subcategory&index=20464&cardCategoryId=270&cardSubcategoryId=1404,5,"Бельцы мун., Бельцы, Пэмынтены, str. Pavel Boțu, 83",34 м²,,1,,Агентство,Вторичный,,
Продам,Eurocons,1,104154315,,5,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,135 000 €,Белый вариант,Kомбинированный,https://999.md/ru/104154315?location=subcategory&index=20465&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Центр, str. Valea Trandafirilor, 4",63 м²,Oткрытое,1,,Частное лицо,Новострой,Индивидуальная,63 м²
Продам,,1,104433280,,5,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,62 900 €,Eвроремонт,,https://999.md/ru/104433280?location=subcategory&index=20466&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Телецентр, str. Lech Kaczynski, 10/2",30 м²,,,,Агентство,Вторичный,,
Продам,,1,103359964,,10,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,210 000 €,Eвроремонт,,https://999.md/ru/103359964?location=subcategory&index=20467&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Ботаника, str. Tudor Strișcă, 8/1",95 м²,,,,Агентство,Новострой,,
Продам,,1,104418846,Квартира с ливингом,10,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,76 000 €,Eвроремонт,,https://999.md/ru/104418846?location=subcategory&index=20468&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Ботаника, bd. Traian, 1/1",40 м²,,,,Агентство,Вторичный,,
Продам,,1,104433271,Квартира без ливинга,10,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,105 000 €,Eвроремонт,Mонолитный,https://999.md/ru/104433271?location=subcategory&index=20469&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Кишинёв, Рышкановка, Московский пр-т, 11",56 м²,Oткрытое,1,,Застройщик,Вторичный,Индивидуальная,
Продам,,2,104211745,,4,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,96 500 €,Косметический pемонт,,https://999.md/ru/104211745?location=subcategory&index=20470&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Буюканы, șos. Balcani, 2/1",53 м²,,1,,Агентство,Вторичный,143,
Сдаю помесячно,Sky House,,104591730,Квартира с ливингом,3,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,900 €,Eвроремонт,,https://999.md/ru/104591730?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE2MTU0NDIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1OTE3MzAiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNmFhMzZhMGQtMTY0MS00ZTc2LWJhMTYtYzVhZjg1ODA1NzgxIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE2VDEyOjEwOjQyLjQ5NzQyMzAyNFoifX0.7Ec3xfI0TWMaNUD98fijzRiJMym4sB7VxtR-f78RTZY&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=20471&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Центр, str. Gheorghe Asachi, 69",75 м²,,1,,Частное лицо,Новострой,,
Продам,,,104017066,Квартира с ливингом,5,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,46 800 €,Eвроремонт,,https://999.md/ru/104017066?location=subcategory&index=20472&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 34",24 м²,,,,Агентство,Вторичный,,
Продам,,,104017362,Квартира с ливингом,8,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,179 000 €,Eвроремонт,,https://999.md/ru/104017362?location=subcategory&index=20473&cardCategoryId=270&cardSubcategoryId=1404,14,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",71 м²,,,,Агентство,Новострой,,
Продам,,,104017421,Квартира с ливингом,2,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,235 000 €,Eвроремонт,,https://999.md/ru/104017421?location=subcategory&index=20474&cardCategoryId=270&cardSubcategoryId=1404,14,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",86 м²,,,,Агентство,Новострой,,
Продам,,,104017195,Квартира с ливингом,7,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,235 000 €,Eвроремонт,,https://999.md/ru/104017195?location=subcategory&index=20475&cardCategoryId=270&cardSubcategoryId=1404,12,Расположение,90 м²,,,,Агентство,Новострой,,
Продам,,,104058930,Квартира с ливингом,14,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,110 000 €,Eвроремонт,,https://999.md/ru/104058930?location=subcategory&index=20476&cardCategoryId=270&cardSubcategoryId=1404,18,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 47/1",75 м²,,,,Агентство,Вторичный,,
Продам,,,104070615,Квартира с ливингом,9,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,73 500 €,Eвроремонт,,https://999.md/ru/104070615?location=subcategory&index=20477&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Кишинёв, Буюканы, Piața Unirii Principatelor, 3",30 м²,,,,Агентство,Вторичный,,
Продам,,,104070747,Квартира с ливингом,2,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",Комната,,42 500 €,Eвроремонт,,https://999.md/ru/104070747?location=subcategory&index=20478&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 94/1",24 м²,,,,Агентство,Вторичный,,
Продам,,,102269718,,3,"3-х комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,79 915 €,Белый вариант,Kирпичный,https://999.md/ru/102269718?location=subcategory&index=20479&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 1",77 м²,,,,Агентство,Новострой,,
Продам,,,102538469,Квартира с ливингом,1,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",1-комнатная квартира,,107 000 €,,,https://999.md/ru/102538469?location=subcategory&index=20480&cardCategoryId=270&cardSubcategoryId=1404,7,"Кишинёв мун., Дурлешты, Центр, Regina Elizabeta , 2",50 м²,,,,Застройщик,Новострой,,
