Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
Нет,Незавершенное cтроительство,1,Индивидуальная,,Агентство,102051622,https://999.md/ru/102051622?location=subcategory&index=1951&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,3,6,51 м²,1-комнатная квартира,Подземная,Новострой,Estate Invest Company,,,71 400 €,,Продам,"1-комнатная квартира,  Окраина,  Думбрава,  Кишинёв мун.","Кишинёв мун., Думбрава, Окраина, Durlesti, 1"
1,Незавершенное cтроительство,2,Индивидуальная,,Агентство,104200915,https://999.md/ru/104200915?location=subcategory&index=1952&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,4,16,50 м²,1-комнатная квартира,Подземная,Новострой,Lagmar Impex,,,74 250 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Calea Mosilor, C"
1,Без ремонта,1,Брж (Брежневка),,Агентство,103997093,https://999.md/ru/103997093?location=subcategory&index=1953&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,5,40 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,55 000 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, șos. Muncești, 798"
1,Косметический pемонт,1,Хрущевка,,Агентство,104249457,https://999.md/ru/104249457?location=subcategory&index=1954&cardCategoryId=270&cardSubcategoryId=1404,Панельный,4,5,59 м²,3-х комнатная квартира,Oткрытое,Вторичный,,,,92 000 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Nicolai Zelinski, 30/4"
1,Белый вариант,2,Индивидуальная,,Агентство,101536086,https://999.md/ru/101536086?location=subcategory&index=1955&cardCategoryId=270&cardSubcategoryId=1404,,14,16,88 м²,3-х комнатная квартира,,Новострой,,,,130 000 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Ginta Latina, 8"
2,Eвроремонт,2,Индивидуальная,,Агентство,102776517,https://999.md/ru/102776517?location=subcategory&index=1956&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,4,11,72 м²,2-х комнатная квартира,Oткрытое,Новострой,AMIC,,,139 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 13/2"
1,Eвроремонт,1,Индивидуальная,,Агентство,104474045,https://999.md/ru/104474045?location=subcategory&index=1957&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,6,57 м²,2-х комнатная квартира,Oткрытое,Новострой,Poliprim Grup,,,119 000 €,,Продам,"2-х комнатная квартира,  Окраина,  Яловены,  Яловены","Яловены, Яловены, Окраина, str. Moldova, 2/3"
1,Белый вариант,1,Индивидуальная,,Агентство,102616806,https://999.md/ru/102616806?location=subcategory&index=1958&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,2,10,43 м²,1-комнатная квартира,Подземная,Новострой,Kirsan,,,51 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Sarmizegetusa, 53D"
3,Eвроремонт,1,,,Агентство,104513153,https://999.md/ru/104513153?location=subcategory&index=1959&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,12,16,85 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,145 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Profesor Ion Dumeniuc, 26"
,,,,,Частное лицо,104416975,https://999.md/ru/104416975?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njc0NTgsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ0MTY5NzUiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNWFmNTJmOGItYjFkMS00Y2ZkLWI0ZmYtNjA2ZWFhNmExNTI2IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDE5OjA0OjE4Ljk5NzkxNDQ1OVoifX0.9ZNznBHw2OkrHkPHY6kCXy7eoLg_JCq4JPFnNrV2KiY&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1960&cardCategoryId=270&cardSubcategoryId=1404,,3,6,84 м²,2-х комнатная квартира,,Новострой,,,,600 €,,Сдаю помесячно,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Constitutiei, 8"
