Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,,2,103814822,,7,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,215 000 €,Eвроремонт,Kирпичный,https://999.md/ru/103814822?location=subcategory&index=4135&cardCategoryId=270&cardSubcategoryId=1404,14,"Кишинёв мун., Кишинёв, Буюканы, Vasile Lupu, -28",75 м²,,1,,Агентство,Новострой,Индивидуальная,
Продам,,1,103816437,,10,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,140 000 €,Белый вариант,,https://999.md/ru/103816437?location=subcategory&index=4136&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Буюканы, Vasile Lupu, 28",73 м²,Подземная,1,,Агентство,Новострой,,
Продам,,2,103901379,,11,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,169 000 €,Eвроремонт,,https://999.md/ru/103901379?location=subcategory&index=4137&cardCategoryId=270&cardSubcategoryId=1404,11,"Кишинёв мун., Кишинёв, Телецентр,  șos. Hâncești , 55",95 м²,,,,Агентство,Новострой,,
Продам,,,103802887,,4,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,89 920 €,Белый вариант,Kирпичный,https://999.md/ru/103802887?location=subcategory&index=4138&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Буюканы,  str. Bisericii, 19",56 м²,Подземная,,,Агентство,Новострой,Индивидуальная,
Продам,,1,104477381,,5,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,93 000 €,Eвроремонт,Kотельцовый,https://999.md/ru/104477381?location=subcategory&index=4139&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Ботаника, Nicolae Zelinski, 26/2",47 м²,Oткрытое,1,,Агентство,Вторичный,Индивидуальная,
Продам,,,103933802,,3,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,375 000 €,Eвроремонт,,https://999.md/ru/103933802?location=subcategory&index=4140&cardCategoryId=270&cardSubcategoryId=1404,15,"Кишинёв мун., Кишинёв, Центр, str. Columna, 102",70 м²,,,,Агентство,Новострой,,
Продам,,1,104068141,,5,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,216 000 €,Eвроремонт,,https://999.md/ru/104068141?location=subcategory&index=4141&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Центр,  str. Arheolog Ion Casian Suruceanu, 1",116 м²,Oткрытое,,,Агентство,Новострой,,
Продам,,2,104545814,,7,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,105 000 €,Нуждается в ремонте,Панельный,https://999.md/ru/104545814?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE1NTY0NjAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1NDU4MTQiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYTI3NmE2ZjUtZTI4Yy00MzZiLTk1ZTItMWUxYjI1ZGRmOGM2IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE1VDE5OjQ3OjQwLjc1ODY5MzM4OVoifX0.9QNLJNs_rjaWc1vZE6OzO2O59KtxiqJ-9zU79_V7lrs&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4142&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Ботаника, bd. Traian, 4",90 м²,,2,,Частное лицо,Вторичный,Варц (Варницкая),65 м²
Продам,,2,101917505,,9,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,165 600 €,Белый вариант,Kирпичный,https://999.md/ru/101917505?location=subcategory&index=4143&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Ботаника,  Bd. Cuza Vodă, 5",72 м²,Oткрытое,1,,Агентство,Новострой,Индивидуальная,
Продам,,,104469003,,12,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,174 000 €,Eвроремонт,,https://999.md/ru/104469003?location=subcategory&index=4144&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Центр, Calea Ieșilor , 6A",60 м²,,1,,Агентство,Новострой,,
Продам,,1,103814966,,14,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,157 000 €,Eвроремонт,Kирпичный,https://999.md/ru/103814966?location=subcategory&index=4145&cardCategoryId=270&cardSubcategoryId=1404,14,"Кишинёв мун., Кишинёв, Буюканы, Vasile Lupu, -28",54 м²,,2,,Агентство,Вторичный,Индивидуальная,
Продам,,,104132961,,4,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,62 485 €,Белый вариант,,https://999.md/ru/104132961?location=subcategory&index=4146&cardCategoryId=270&cardSubcategoryId=1404,18,"Кишинёв мун., Кишинёв, Ботаника, -Cetatea alba, -11F",34 м²,,,,Агентство,Новострой,,
Продам,,1,103951911,,3,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,153 000 €,Eвроремонт,,https://999.md/ru/103951911?location=subcategory&index=4147&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, .",68 м²,Oткрытое,1,,Агентство,Новострой,Индивидуальная,
Продам,,2,104483547,,10,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,89 900 €,Eвроремонт,,https://999.md/ru/104483547?location=subcategory&index=4148&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Чокана, Mihai Sadoveanu, 16",55 м²,,1,,Агентство,Вторичный,,
Продам,,2,103803671,,9,"4-x комнатная квартира,  Центр,  Добружа,  Кишинёв мун.",4-x комнатная квартира,,70 000 €,Косметический pемонт,,https://999.md/ru/103803671?location=subcategory&index=4149&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Добружа, Центр, Str Ion Creanga , 5/1",88 м²,Oткрытое,1,,Агентство,Вторичный,143,
Продам,,,103487543,,3,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,185 900 €,Белый вариант,,https://999.md/ru/103487543?location=subcategory&index=4150&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Буюканы,  Nicolae Costin, 52",97 м²,,2,,Агентство,Новострой,,
Продам,Exfactor-grup,2,103404233,,1,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,209 000 €,Eвроремонт,,https://999.md/ru/103404233?location=subcategory&index=4151&cardCategoryId=270&cardSubcategoryId=1404,10,Расположение,96 м²,,1,,Агентство,Новострой,,
Продам,Poliprim Grup,2,104433244,,2,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",2-х комнатная квартира,,79 147 €,Белый вариант,,https://999.md/ru/104433244?location=subcategory&index=4152&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Дурлешты, Центр, -, -",64 м²,Подземная,1,11 м²,Агентство,Новострой,,
Продам,,1,103634365,,5,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,82 000 €,Eвроремонт,,https://999.md/ru/103634365?location=subcategory&index=4153&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, -",42 м²,,,,Агентство,Вторичный,,
Продам,Lagmar Impex,2,104278949,,3,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,99 300 €,Белый вариант,,https://999.md/ru/104278949?location=subcategory&index=4154&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, -",82 м²,,,,Агентство,Новострой,,
Продам,,1,101279062,,5,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,74 000 €,Eвроремонт,,https://999.md/ru/101279062?location=subcategory&index=4155&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Центр, str. Gradinilor;str. Grădinilor, .",32 м²,Oткрытое,Нет,,Агентство,Вторичный,Индивидуальная,
