Санузел,Общая площадь,Состояние квартиры,Количество этажей,Парковочное место,title,link,id,Площадь кухни,Жилая площадь,Планировка,Жилой фонд,Балкон / лоджия,Ливинг,price,Тип,Количество комнат,Этаж,Автор объявления,Высота потолков,Тип здания,Адрес,Застройщик
1,70 м²,,12,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103951392?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM1NjMsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NTEzOTIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYWMzNTg3ODMtZTIwZi00MGJlLWFiZWMtMjRlMTIxYTMwZTFlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQyMToxOToyMy41MzY1MDU0NTZaIn19.pJ_0u3XltRet5rk0k2s001mxrnmY7YMUKvhVhFnPEXE&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,103951392,,,,Новострой,2,,850 €,Сдаю помесячно,2-х комнатная квартира,6,Застройщик,,,"Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, 6",
2,143 м²,Белый вариант,13,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103738044?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM1NjMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3MzgwNDQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiODVmZTRiMzQtYjgxMS00ZGQ5LTllMTgtZmIyZjMyOGFmYWUzIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMToxOToyMy41MzY1ODMwNjVaIn19.bl5FKkCo5fQOyPrT-bF2OBhK_lFC5wmC7_qzoD6PGO4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,103738044,,,,Новострой,2,Квартира с ливингом,235 950 €,Продам,2-х комнатная квартира,13,Застройщик,,,"Кишинёв мун., Кишинёв, Старая Почта, Iazului , 38",Ecovzor
,105 м²,Индивидуальный дизайн,8,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104103448?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM1NjMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMDM0NDgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNWQwNDkwNTItOTE2Yy00MTk0LTk4MDItZmQzMWI4OTZhZDU5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjE5OjIzLjUzNjYwNzA2NloifX0.rF9DrRmG1LhuyUCfx_Jhjx6Wj1BVL03mnV_fW_s7rds&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,104103448,,,,Новострой,,Квартира с ливингом,199 900 €,,3-х комнатная квартира,2,Частное лицо,,,"Кишинёв мун., Кишинёв, Ботаника, str. Pandurilor, 42",
1,64 м²,Белый вариант,11,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101181785?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM1NjMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDExODE3ODUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNDI3ZjdmYjYtNmFkOS00YjM2LWEzNmEtY2I3ZjRlMTlkYzgwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDIxOjE5OjIzLjUzNjYyOTM5MVoifX0.2PTZUw-W9vulmr2Jt2ExFZuQZm4jCBjYbDSWnsjf8j4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,101181785,15 м²,,,Новострой,1,,103 000 €,Продам,2-х комнатная квартира,5,Частное лицо,,Kирпичный,"Кишинёв мун., Кишинёв, Центр, str. Tecuci, 3/1",
2,88 м²,Белый вариант,9,Oткрытое,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/74848265?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM1NjMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3NDg0ODI2NSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InByZW1pdW0iLCJsIjoiZmI3NDhhYTQtM2I5Zi00NDgwLWI1NjctOTVmOTJlYTViMDI1IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQyMToxOToyMy41MzU5ODE2ODFaIn19.XQrrloEkTDyl6RlULHRrilVgNNDlBk1joLyJMYTDrno&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=1,74848265,,,,Новострой,1,Квартира с ливингом,106 500 €,Продам,3-х комнатная квартира,2,Застройщик,270 см,Kомбинированный,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/4",
,45 м²,Eвроремонт,10,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/37572854?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM1NjMsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIzNzU3Mjg1NCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiJjYjE3ZDNmMi00NGJhLTQ0YTUtYjk5NS03NmViYTc0Y2IzMTYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDIxOjE5OjIzLjUzNjAyMDkwOFoifX0.rPJjIAuZTWXCvpxjyO0LXoCcdsIUpY7lL1Y9SDdWAuE&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=2,37572854,15 м²,30 м²,Индивидуальная,Новострой,,,25 €,Сдаю посуточно,1-комнатная квартира,7,Застройщик,3 см,Mонолитный,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",
2,68 м²,Белый вариант,8,Гараж,"2-х комнатная квартира,  Автовокзал,  Бельцы,  Бельцы мун.",https://999.md/ru/88100281?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM1NjMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4ODEwMDI4MSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiI0M2NmMDQyNS0yNGFiLTQ0NmItYjg2Ny00ODU4OWVlOTQ4OTYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA0LTIwVDIxOjE5OjIzLjUzNjA4MjYxMloifX0.C1HdB2_6V72fGYBy4fiHRv4luqcn43YpFDg23xi6uj8&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=3,88100281,,68 м²,Индивидуальная,Новострой,1,,74 800 €,Продам,2-х комнатная квартира,4,Застройщик,292 см,Kирпичный,"Бельцы мун., Бельцы, Автовокзал, str. Nicolae Iorga, 26",
,70 м²,,11,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104110189?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM1NjMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTAxODkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNDMzNjRlM2YtM2Q4Yy00Yjc5LTgwZTAtZTZiNjVjMGE3YmJkIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjE5OjIzLjUzNjEwNTY0MloifX0.5dsU3REpTqDberCCrSqgGn_SbGicSzp8NrKpIHGeJR0&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=4,104110189,,,,Новострой,,Квартира с ливингом,750 €,Сниму,2-х комнатная квартира,9,Частное лицо,,,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 45",
,86 м²,Eвроремонт,15,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/100618094?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM1NjMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2MTgwOTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiY2M4NGVkY2YtZGQyOC00MjgzLThjZmYtYmVjNWI4ZGVhMDQ3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjE5OjIzLjUzNjI1NjhaIn19.ELs1685F-GuYDx0dnBye6gicFjN0XPPD4KcF94JimKs&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=5,100618094,,,,Новострой,,Квартира с ливингом,198 000 €,Продам,2-х комнатная квартира,5,Частное лицо,,,"Кишинёв мун., Кишинёв, Рышкановка, str. Matei Basarab, 1/1",Horus
,18 м²,,1,,"1-комнатная квартира,  Кишинёв мун.",https://999.md/ru/102421542?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM1NjMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI0MjE1NDIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFhNzRmNTFlLTNjZmItNDJmZC1hNGJlLWE3MmI4ODczYTA4ZSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQyMToxOToyMy41MzYyODI4NjJaIn19.PmWbFYUA_8UV7n67nE-Zqyobv7n9_HPzXTWvyieBRSs&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=6,102421542,,,,Вторичный,,,499 MDL,Сдаю посуточно,1-комнатная квартира,Цоколь,Агентство,,,"Кишинёв мун., Кишинёв, Центр, București 7, -",
