Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,,2,104602004,,2,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,75 000 €,Косметический pемонт,Панельный,https://999.md/ru/104602004?location=subcategory&index=9049&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Ботаника, ул. Индепенденцей, 7",48 м²,,1,6 м²,Агентство,Вторичный,Брж (Брежневка),30 м²
Продам,,1,104328991,,6,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,127 900 €,Eвроремонт,,https://999.md/ru/104328991?location=subcategory&index=9050&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Центр, str. Cartușa, .",65 м²,Oткрытое,1,,Агентство,Новострой,,
Продам,,,104601983,,5,"2-х комнатная квартира,  Центр,  Дрокия,  Дрокия",2-х комнатная квартира,,39 950 €,Косметический pемонт,,https://999.md/ru/104601983?location=subcategory&index=9051&cardCategoryId=270&cardSubcategoryId=1404,5,"Дрокия, Дрокия, Центр, str. Evgheni Gudanov, 20",50 м²,,1,,Частное лицо,Вторичный,,
Продам,Inamstro,1,104601978,Квартира с ливингом,7,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,139 900 €,Белый вариант,Бетон,https://999.md/ru/104601978?location=subcategory&index=9052&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Скулянка, str. Milano, 1/b",67 м²,,1,,Застройщик,Новострой,,
Продам,Peak Development,,103536036,Квартира с ливингом,7,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",1-комнатная квартира,,55 000 €,,,https://999.md/ru/103536036?location=subcategory&index=9053&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Дурлешты, Окраина, str-la 1 Nicolae Testemițanu, 29",64 м²,,,,Агентство,Новострой,,
Продам,Lagmar Impex,2,103003778,Квартира с ливингом,7,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,120 000 €,Белый вариант,Kирпичный,https://999.md/ru/103003778?location=subcategory&index=9054&cardCategoryId=270&cardSubcategoryId=1404,16,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Moșilor, 4",79 м²,,1,,Агентство,Новострой,,
Продам,,1,103962264,,3,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",2-х комнатная квартира,,144 900 €,Eвроремонт,Kомбинированный,https://999.md/ru/103962264?location=subcategory&index=9055&cardCategoryId=270&cardSubcategoryId=1404,7,Расположение,67 м²,Oткрытое,1,,Частное лицо,Новострой,Индивидуальная,
Продам,Inamstro,1,104491518,Квартира с ливингом,3,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,114 900 €,Белый вариант,Kомбинированный,https://999.md/ru/104491518?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE1NjQ1MTUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ0OTE1MTgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMDU3NDBlYTctY2Q1YS00ODFkLTgzNDQtNjlmNDdlMGI2NWFhIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNVQyMjowMTo1NS4wMjU3MzYzNThaIn19._R1qarz9zRLIyD1NWvkMDYvsGjcFPMjmEoHsft7ajgw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=9056&cardCategoryId=270&cardSubcategoryId=1404,11,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6",63 м²,,,,Застройщик,Новострой,,
Продам,Inamstro,,104601941,,7,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,139 900 €,,Бетон,https://999.md/ru/104601941?location=subcategory&index=9057&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Центр, str. Ghenadie Iablocikin, 2/2",67 м²,,1,,Застройщик,Новострой,Индивидуальная,
Продам,,2,101222786,,2,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,300 см,153 000 €,Белый вариант,Kирпичный,https://999.md/ru/101222786?location=subcategory&index=9058&cardCategoryId=270&cardSubcategoryId=1404,15,"Кишинёв мун., Кишинёв, Рышкановка, bd. Renașterii Naționale, ---",99 м²,,2,,Агентство,Новострой,,
