Балкон / лоджия,Планировка,Ливинг,link,Застройщик,Площадь кухни,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
,,Квартира с ливингом,https://999.md/ru/104077750?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI4NTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzc3NTAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiNmI2MDE0NmItOGVkNS00NmYyLWE1NTQtNWU1NjAzZTFmNjUwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoyMDo1Mi4yNjI4OTUwNjlaIn19.by_6t-Jjh7A2bV9JksyLyKu3OGVhZrpPxJsp8xrLido&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,,,,5,,,83 000 €,5,47 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 161/4",104077750,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Сдан в эксплуатацию
,,Квартира с ливингом,https://999.md/ru/103362548?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI4NTIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzNjI1NDgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNjMwN2RiYzUtM2I0YS00NGY2LWJmZjgtOTBlMDU5YzlhOGFhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxODoyMDo1Mi4yNjI5MDk5MjdaIn19.qOiyqLuZHujw8PvIgtRrkX1Jl1yO7MzGdweE_rnqDfA&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,Solomon Construct Imobil,15 м²,Oткрытое,2,2,,189 000 €,9,71 м²,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, 63",103362548,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
2,,Квартира с ливингом,https://999.md/ru/104040367?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI4NTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNDAzNjciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNGNkOGRiMGMtOWYyYS00YzdkLTkxMjUtYjA2MGZiYTMwMTYyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoyMDo1Mi4yNjI5MjY3NjdaIn19.S2WVRx9gGdBhmeHvWOV3ASf96-jNECE3QlH9mPvuPPw&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,,,Oткрытое,1,2,,158 000 €,5,113 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Buiucani, 4",104040367,Вторичный,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Индивидуальный дизайн
1,,Квартира с ливингом,https://999.md/ru/104007908?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI4NTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMDc5MDgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYzU1Nzg0ZjYtYmVmMC00MzFjLTkyZTItY2U1ZWZkZWY0ZjI2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoyMDo1Mi4yNjI5Nzg3MzFaIn19.7lWP_HTdkAROC17apywAf_G6xe50-UI-CQ0HDBQUBXQ&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,,,Подземная,2,,3 см,300 000 €,10,86 м²,"Кишинёв мун., Кишинёв, Центр, str. Mihai Eminescu, 63",104007908,Новострой,Kирпичный,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
1,,Квартира с ливингом,https://999.md/ru/100999053?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI4NTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA5OTkwNTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6IjFjYmY5MDM3LTg0OTctNGRkZS1hNDQ4LWY5YmNjMThkZThmZSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTg6MjA6NTIuMjYyNTEwMDUzWiJ9fQ.9TmphTih43zg1Yc6cfnV6rdslvLY8RgPZZmEsCcbnCk&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=1,,,Oткрытое,3,1,,600 MDL,9,60 м²,"Кишинёв мун., Кишинёв, Центр, str. Cornești, 13",100999053,Новострой,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/101562905?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI4NTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE1NjI5MDUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiY2EwZDMxZTgtZTYxMy00M2YzLWFhNDktMjQzNjBlNzk0YzlhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE4OjIwOjUyLjI2MjU1NDAyOVoifX0.Jh_BO32hmpP5DB_miQHiTi1lrXFa28XpAofS0UyL2xQ&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=2,,16 м²,Oткрытое,2,1,280 см,950 €,3,124 м²,"Кишинёв мун., Кишинёв, Буюканы, Vasile Stroiescu , 11/1",101562905,Новострой,Kотельцовый,98 м²,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,2-х комнатная квартира,Eвроремонт
1,,Квартира с ливингом,https://999.md/ru/103690117?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI4NTIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2OTAxMTciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYTVhYWQ1ODAtYmZhZi00MGRhLWJmNGEtN2E1MzBiMjJhODdkIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxODoyMDo1Mi4yNjI1ODY4NjVaIn19.FyieDYiXhfERYTxqLidCrSdGzcZwHRtdUrDkZ_UmmD4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=3,,,Подземная,8,1,,1 100 €,9,75 м²,"Кишинёв мун., Кишинёв, Рышкановка, bd. Renașterii Naționale, 4",103690117,Новострой,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/84521595?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI4NTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NDUyMTU5NSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InBybyIsImwiOiJlZDAzMTQ5Ny0xMDg3LTRlYTYtOTVmNi0zZThkZGJlNDJhZDAiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA0LTIwVDE4OjIwOjUyLjI2MjYyOTQwMVoifX0.NtsXBx1BVQ2JmZfcv9fjD5Q3I6siKDbXiXPZg0QqFTg&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=4,,,,3,,,700 MDL,10,35 м²,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",84521595,Новострой,,35 м²,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Агентство,1-комнатная квартира,
,,,https://999.md/ru/101965153?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI4NTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE5NjUxNTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNGIzZTcyMjEtMGFmMS00YTlmLWJiNjMtYjg2YTQzMjVkM2VmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoyMDo1Mi4yNjI3Mjk5NThaIn19.SN6gZ5RfbX2Wvg-Pp5VPm-cw5LznuX4owA3eSDDln3M&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=5,Inamstro,,,12,1,,174 000 €,13,60 м²,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 6",101965153,Новострой,,,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",,Частное лицо,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/101509583?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI4NTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE1MDk1ODMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMmE4MWRlMmMtYjVmYi00ODY3LTk1NWYtN2IxMWI2NTczNTIyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE4OjIwOjUyLjI2Mjc3MDU3NVoifX0.UZ04v08dZTAMMr20JJub4RuXpQAMapuVguPL-bpqdz4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=6,,,,2,,,380 €,5,52 м²,"Кишинёв мун., Кишинёв, Скулянка, ул. Каля Ешилор, 19",101509583,Вторичный,,,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,2-х комнатная квартира,
