id,Количество этажей,Жилая площадь,Количество комнат,Адрес,Застройщик,Ливинг,link,Состояние квартиры,Балкон / лоджия,Автор объявления,Тип,Санузел,price,Планировка,title,Тип здания,Парковочное место,Высота потолков,Жилой фонд,Общая площадь,Этаж,Площадь кухни
101491664,2,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. București, 7/1",,,https://999.md/ru/101491664?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTkwNjEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE0OTE2NjQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFhNzRmNTFlLTNjZmItNDJmZC1hNGJlLWE3MmI4ODczYTA4ZSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQyMDowNDoyMS4xMTM1NDU3NTFaIn19.pD9XupuaqnNtcsxzmg6UxF8B2h_XPazMCaqPqOkFADA&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,,,Агентство,Сдаю посуточно,,490 MDL,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,,Новострой,20 м²,2,
74218641,9,,3-х комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Durlesti, 10/B",Astercon,,https://999.md/ru/74218641?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTkwNjEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3NDIxODY0MSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InByZW1pdW0iLCJsIjoiYWU5NDFlNGItMTgwZS00ZWNhLWE5MTYtM2FlZWEyY2IzMGYxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQyMDowNDoyMS4xMTM2Mjg0MloifX0.6_X6fjj3dyP1GGKMR_ssT37OUGtd6TtQ4T4UvlyGAK0&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,Белый вариант,1,Застройщик,Продам,2,121 075 €,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Kотельцовый,Гараж,275 см,Новострой,84 м²,9,13 м²
104021571,10,,1-комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",NG Invest,Квартира без ливинга,https://999.md/ru/104021571?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTkwNjEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMjE1NzEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6IjhjOTU1NDRiLTA3MGUtNDhmMS04MzQyLTBlYjNmYTIzMWZjNSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMjA6MDQ6MjEuMTEzNjcxNjMzWiJ9fQ.f6EhoOy6lHi3dSOLFoP5nBM0mnpSXdc-HlxTxH_5cSw&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,Белый вариант,1,Застройщик,Продам,1,50 660 €,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Kирпичный,Подземная,300 см,Новострой,43 м²,5,16 м²
87410250,9,,1-комнатная квартира,Расположение,,Квартира без ливинга,https://999.md/ru/87410250?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTkwNjEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NzQxMDI1MCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InBybyIsImwiOiI0NWUwMTFkMC05ZDU1LTRjNDktYmUyZi02MDMwMGQzNTNjYjkiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJsaXRlIiwidCI6IjIwMjYtMDQtMjBUMjA6MDQ6MjEuMTEzNzE4MTA3WiJ9fQ.HWbLOqx8H6nw8C1qVLnJaacJSBlnzIqY8rqknonp9Ng&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,,1,Частное лицо,Сдаю посуточно,1,500 MDL,Мс (Молд. Серия),"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Oткрытое,,Вторичный,36 м²,8,
87301847,5,,1-комнатная квартира,"Бричаны, Бричаны, Окраина, str. Uzinelor, 4",,,https://999.md/ru/87301847?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTkwNjEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NzMwMTg0NyIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiI3YzM4ZTc3OS0zYjdkLTQ5NTgtYjhiNi0zMWJlYmVkMjY2NzciLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJsaXRlIiwidCI6IjIwMjYtMDQtMjBUMjA6MDQ6MjEuMTEzMDA3NzM1WiJ9fQ.8MGGaUJwgdI-FMF4VXWFH0FTRt_YIBhGspqYX6Y3ZnU&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=1,Белый вариант,,Частное лицо,Продам,,13 500 €,,"1-комнатная квартира,  Окраина,  Бричаны,  Бричаны",,,,Вторичный,40 м²,4,
100618094,15,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Matei Basarab, 1/1",Horus,Квартира с ливингом,https://999.md/ru/100618094?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTkwNjEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2MTgwOTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiY2M4NGVkY2YtZGQyOC00MjgzLThjZmYtYmVjNWI4ZGVhMDQ3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIwOjA0OjIxLjExMzEwOTQ2NVoifX0.2NLCJLqvGixVhXYc1HUKdDLQ6JNDhwgn9Qe0sy_lkbA&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=2,Eвроремонт,,Частное лицо,Продам,,198 000 €,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,,,Новострой,86 м²,5,
102185385,10,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Gheorghe Cașu, 30/C",,Квартира с ливингом,https://999.md/ru/102185385?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTkwNjEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIxODUzODUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6Ijk5MmI1MmFiLWZlY2ItNGJlYy1hNTYwLTJlZDU0MmUwZmVlOSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMjA6MDQ6MjEuMTEzMTM0NTg3WiJ9fQ.WsPZnThWN3uJ2r3MtaVaFwiuWCq_rxcnkSZ_3R9HXGg&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=3,,2,,Сдаю помесячно,1,850 €,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Kомбинированный,Oткрытое,,Новострой,95 м²,7,
103682003,7,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Iorga, 9",,Квартира с ливингом,https://999.md/ru/103682003?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTkwNjEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2ODIwMDMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYWIzMzA5OWItNzRkYS00NmFjLTk4NTMtYTZlOGVlNTA1NTc0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDIwOjA0OjIxLjExMzE3NDcwMVoifX0.Rct5knTCSfgeNnRFG3chYXLdJE0YQwx1c2VdH9lZFXA&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=4,,,Частное лицо,Сдаю помесячно,,1 350 €,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,,Вторичный,120 м²,3,
104071688,8,,2-х комнатная квартира,"Кишинёв мун., Дурлешты, Окраина, str. Nicolae Dimo, 24",Boiar House,Квартира с ливингом,https://999.md/ru/104071688?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTkwNjEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzE2ODgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNTFiNTA0YjgtZmRiMC00OWY3LWIyNjgtYzBmZGI2NWU5OGFiIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIwOjA0OjIxLjExMzMwMjAwNVoifX0.4zcnqp-Z-aaYKRSqAcavq0FQxSUppc7yg0BZsFx9YB0&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=5,Eвроремонт,2,Частное лицо,Продам,2,145 000 €,,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",,Гараж,,Новострой,80 м²,4,
103672669,10,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",,,https://999.md/ru/103672669?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTkwNjEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NzI2NjkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiZWQwMzE0OTctMTA4Ny00ZWE2LTk1ZjYtM2U4ZGRiZTQyYWQwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMDowNDoyMS4xMTMzNDQxMTRaIn19.nd88yZ8tLtmgMGDquXbJWFRD-TWMOojufdB2bZ2Naa0&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=6,,,Застройщик,Сдаю посуточно,,600 MDL,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,,Новострой,35 м²,5,
