Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,,,104268610,,7,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,107 900 €,Eвроремонт,,https://999.md/ru/104268610?location=subcategory&index=17707&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 38/1",54 м²,,1,,Агентство,Вторичный,,
Продам,,,104200303,,1,"2-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",2-х комнатная квартира,,65 000 €,Eвроремонт,,https://999.md/ru/104200303?location=subcategory&index=17708&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кодру, Центр, str. Costiujeni, 3/12a",44 м²,,,,Агентство,Вторичный,,
Продам,,2,104519214,Квартира без ливинга,7,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,85 500 €,Eвроремонт,,https://999.md/ru/104519214?location=subcategory&index=17709&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Ботаника, str. Băcioii Noi, 14/C",57 м²,,1,,Агентство,Новострой,,45 м²
Продам,Pamir Construct,1,104462780,Квартира с ливингом,2,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,280 см,101 000 €,Незавершенное cтроительство,Kомбинированный,https://999.md/ru/104462780?location=subcategory&index=17710&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Ботаника, пер. Гика Водэ, 13",65 м²,Подземная,1,14 м²,Застройщик,Новострой,Индивидуальная,40 м²
Продам,,1,104519144,,3,"3-х комнатная квартира,  Центр,  Резина,  Резина",3-х комнатная квартира,250 см,49 500 €,Косметический pемонт,Kотельцовый,https://999.md/ru/104519144?location=subcategory&index=17711&cardCategoryId=270&cardSubcategoryId=1404,5,"Резина, Резина, Центр, str. Basarabia, 6",71 м²,Oткрытое,1,12 м²,Частное лицо,Вторичный,Рубашка,58 м²
Продам,,1,104519118,Квартира без ливинга,5,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,68 000 €,Косметический pемонт,Kотельцовый,https://999.md/ru/104519118?location=subcategory&index=17712&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Телецентр, str. Lăpușnei, 20",48 м²,Oткрытое,1,,Частное лицо,Вторичный,102,
Продам,AMIC,2,104328914,Квартира с ливингом,10,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,280 см,249 900 €,Eвроремонт,Kотельцовый,https://999.md/ru/104328914?location=subcategory&index=17713&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 13/2",101 м²,,2,,Застройщик,Новострой,,101 м²
Продам,Lagmar Impex,2,87996932,,1,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,290 см,144 500 €,Eвроремонт,,https://999.md/ru/87996932?location=subcategory&index=17714&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 14/A",68 м²,Oткрытое,Нет,,Агентство,Новострой,,68 м²
Продам,Dansicons,1,103358652,,8,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,71 600 €,Незавершенное cтроительство,Kомбинированный,https://999.md/ru/103358652?location=subcategory&index=17715&cardCategoryId=270&cardSubcategoryId=1404,12,Расположение,52 м²,,,,Застройщик,Новострой,,
Продам,,,104518575,,3,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",2-х комнатная квартира,,65 660 €,Белый вариант,,https://999.md/ru/104518575?location=subcategory&index=17716&cardCategoryId=270&cardSubcategoryId=1404,7,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 98",67 м²,,,,Агентство,Новострой,,
Продам,,,104356733,,5,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,78 500 €,,,https://999.md/ru/104356733?location=subcategory&index=17717&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Рышкановка, str. Kiev, 10/2",43 м²,,,,Частное лицо,Вторичный,,
Продам,Exfactor-grup,2,104345751,Квартира с ливингом,2,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,168 000 €,Сдан в эксплуатацию,Mонолитный,https://999.md/ru/104345751?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE2MTA1NjEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQzNDU3NTEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYmE0NmY3NTktY2FjNS00Mjc3LWFlMWUtMGVmZDc0NTZhN2I0IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE2VDEwOjQ5OjIxLjczODQyMDk4OVoifX0.cJ_5TunY1zGUPYcz-u1gZsTotslotTzmBWPpnD0Eazs&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=17718&cardCategoryId=270&cardSubcategoryId=1404,19,"Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 15/1",70 м²,,1,,Частное лицо,Новострой,Индивидуальная,
Продам,,,104208403,,3,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,96 500 €,Eвроремонт,,https://999.md/ru/104208403?location=subcategory&index=17719&cardCategoryId=270&cardSubcategoryId=1404,5,Расположение,50 м²,,,,Агентство,Вторичный,,
Продам,,,104466031,,2,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,81 000 €,Белый вариант,,https://999.md/ru/104466031?location=subcategory&index=17720&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 1/8",55 м²,,,,Агентство,Новострой,,
Продам,Astercon,1,100223392,,5,"1-комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.",1-комнатная квартира,3000 см,71 500 €,Без ремонта,Kотельцовый,https://999.md/ru/100223392?location=subcategory&index=17721&cardCategoryId=270&cardSubcategoryId=1404,8,"Кишинёв мун., Думбрава, Центр, str. Durlești, 10C",40 м²,Oткрытое,1,11 м²,Частное лицо,Новострой,Индивидуальная,13 м²
Продам,Estate Invest Company,,100868426,,1,"1-комнатная квартира,  Центр,  Чадыр-Лунга,  Чадыр-Лунга",1-комнатная квартира,,35 720 €,Белый вариант,Mонолитный,https://999.md/ru/100868426?location=subcategory&index=17722&cardCategoryId=270&cardSubcategoryId=1404,9,"Чадыр-Лунга, Чадыр-Лунга, Центр, str. Lenin, 40/3",38 м²,,,,Застройщик,Новострой,Индивидуальная,
Продам,A-casa,,102680241,,4,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",1-комнатная квартира,,22 000 €,Белый вариант,Kирпичный,https://999.md/ru/102680241?location=subcategory&index=17723&cardCategoryId=270&cardSubcategoryId=1404,6,"Кишинёв мун., Дурлешты, Окраина, str. Voluntarilor, 20",36 м²,,,,Агентство,Новострой,,
Продам,,,104518436,Квартира с ливингом,1,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",1-комнатная квартира,,88 800 €,Индивидуальный дизайн,,https://999.md/ru/104518436?location=subcategory&index=17724&cardCategoryId=270&cardSubcategoryId=1404,7,Расположение,44 м²,,1,,Частное лицо,Новострой,Индивидуальная,
Продам,,2,104486614,,9,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,79 000 €,Косметический pемонт,,https://999.md/ru/104486614?location=subcategory&index=17725&cardCategoryId=270&cardSubcategoryId=1404,9,"Кишинёв мун., Кишинёв, Чокана, str. Igor Vieru, 9",53 м²,,2,,Агентство,Вторичный,,
Продам,,1,104493074,,5,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,62 000 €,Без ремонта,,https://999.md/ru/104493074?location=subcategory&index=17726&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, 24",42 м²,,1,,Агентство,Вторичный,,
Продам,Inamstro,,100057739,Квартира с ливингом,6,"1-комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,125 000 €,Белый вариант,,https://999.md/ru/100057739?location=subcategory&index=17727&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 6",58 м²,,,,Частное лицо,Новострой,,
Продам,Inamstro,,100058227,Квартира с ливингом,6,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,125 000 €,Белый вариант,,https://999.md/ru/100058227?location=subcategory&index=17728&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 6",58 м²,,,,Частное лицо,Новострой,,
Продам,Inamstro,,100200443,Квартира с ливингом,6,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,125 000 €,Белый вариант,,https://999.md/ru/100200443?location=subcategory&index=17729&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Центр, str. Calea Ieșilor, 6",58 м²,,,,Застройщик,Новострой,,
Продам,Astercon,1,102196003,Квартира с ливингом,2,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",1-комнатная квартира,286 см,72 384 €,Белый вариант,Ячеистый Бетон,https://999.md/ru/102196003?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE2MTA1NjEsIkMiOnsiciI6MSwiYiI6MTYwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIxOTYwMDMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTZUMTA6NDk6MjEuNzM4NTg0MjA2WiJ9fQ.8_EEcWUGU3nhqEfiPwzbt8rcJvuUGpkLTylzPkN5Uyw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=17730&cardCategoryId=270&cardSubcategoryId=1404,6,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",50 м²,Гараж,1,12 м²,Застройщик,Новострой,Индивидуальная,
Продам,Inamstro,,100200456,Квартира с ливингом,6,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,125 000 €,Белый вариант,,https://999.md/ru/100200456?location=subcategory&index=17731&cardCategoryId=270&cardSubcategoryId=1404,13,"Кишинёв мун., Кишинёв, Центр, str. Calea Ieșilor, 6",58 м²,,,,Застройщик,Новострой,,
Продам,Inamstro,,100058279,Квартира с ливингом,6,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,125 000 €,,,https://999.md/ru/100058279?location=subcategory&index=17732&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, 6",58 м²,,,,Частное лицо,Новострой,,
Продам,Inamstro,1,81258458,Квартира без ливинга,6,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,270 см,139 900 €,Eвроремонт,Kирпичный,https://999.md/ru/81258458?location=subcategory&index=17733&cardCategoryId=270&cardSubcategoryId=1404,7,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 10/7",45 м²,Подземная,Нет,13 м²,Частное лицо,Новострой,Индивидуальная,
Продам,,1,104518211,Квартира с ливингом,11,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,195 000 €,Eвроремонт,,https://999.md/ru/104518211?location=subcategory&index=17734&cardCategoryId=270&cardSubcategoryId=1404,12,"Кишинёв мун., Кишинёв, Ботаника, str. Tudor Strișcă, 8/1",85 м²,Oткрытое,,,Агентство,Новострой,,85 м²
Продам,,1,103114421,Квартира без ливинга,5,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,3 см,69 999 €,Eвроремонт,Kотельцовый,https://999.md/ru/103114421?location=subcategory&index=17735&cardCategoryId=270&cardSubcategoryId=1404,5,"Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 19/1",35 м²,Oткрытое,1,,Застройщик,Вторичный,Брж (Брежневка),
Продам,,2,104518183,,10,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,89 900 €,,Kомбинированный,https://999.md/ru/104518183?location=subcategory&index=17736&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 16",55 м²,,1,,Агентство,Новострой,143,
Продам,,,104452369,,3,"3-х комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",3-х комнатная квартира,,96 000 €,,,https://999.md/ru/104452369?location=subcategory&index=17737&cardCategoryId=270&cardSubcategoryId=1404,9,Расположение,78 м²,,,,Агентство,Новострой,,
