Тип,Застройщик,Санузел,id,Ливинг,Этаж,title,Количество комнат,Высота потолков,price,Состояние квартиры,Тип здания,link,Количество этажей,Адрес,Общая площадь,Парковочное место,Балкон / лоджия,Площадь кухни,Автор объявления,Жилой фонд,Планировка,Жилая площадь
Продам,Exfactor-grup,,103955377,Квартира с ливингом,9,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,205 000 €,,,https://999.md/ru/103955377?location=subcategory&index=17551&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 11",74 м²,,,,Агентство,Новострой,,
Продам,,,103615010,,8,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,,60 000 €,,,https://999.md/ru/103615010?location=subcategory&index=17552&cardCategoryId=270&cardSubcategoryId=1404,11,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 102/1",47 м²,,,,Застройщик,Новострой,,
Продам,,,103959878,,2,"1-комнатная квартира,  8 квартал,  Бельцы,  Бельцы мун.",1-комнатная квартира,,35 000 €,,,https://999.md/ru/103959878?location=subcategory&index=17553&cardCategoryId=270&cardSubcategoryId=1404,5,"Бельцы мун., Бельцы, 8 квартал, str. Calea Ieșilor, 111",27 м²,,,,Агентство,Вторичный,,
Продам,Estate Invest Company,1,102579007,Квартира с ливингом,1,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",1-комнатная квартира,280 см,104 900 €,Eвроремонт,Kирпичный,https://999.md/ru/102579007?location=subcategory&index=17554&cardCategoryId=270&cardSubcategoryId=1404,11,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, Ialov",50 м²,Подземная,Нет,,Агентство,Новострой,Индивидуальная,50 м²
Продам,,1,104522565,,3,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",2-х комнатная квартира,,47 000 €,Белый вариант,Kирпичный,https://999.md/ru/104522565?location=subcategory&index=17555&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 1",55 м²,Подземная,1,,Частное лицо,Новострой,,
Продам,,,104522534,,2,"2-х комнатная квартира,  Центр,  Бричаны,  Бричаны",2-х комнатная квартира,,43 000 €,Индивидуальный дизайн,Блочный,https://999.md/ru/104522534?location=subcategory&index=17556&cardCategoryId=270&cardSubcategoryId=1404,5,"Бричаны, Бричаны, Центр, str. Alexandr Karpișin, 9",44 м²,,,,Частное лицо,Вторичный,,
Продам,Gonvaro-Con,,100599119,Квартира с ливингом,5,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,108 000 €,Белый вариант,,https://999.md/ru/100599119?location=subcategory&index=17557&cardCategoryId=270&cardSubcategoryId=1404,8,"Кишинёв мун., Кишинёв, Буюканы, str. Vovințeni, 1B",70 м²,,,,Частное лицо,Новострой,,
Продам,,1,46526572,,11,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,250 см,85 000 €,Белый вариант,Mонолитный,https://999.md/ru/46526572?location=subcategory&index=17558&cardCategoryId=270&cardSubcategoryId=1404,17,Расположение,63 м²,Oткрытое,1,,Частное лицо,Новострой,Индивидуальная,
Продам,,,104522508,,3,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",2-х комнатная квартира,,165 000 €,,,https://999.md/ru/104522508?location=subcategory&index=17559&cardCategoryId=270&cardSubcategoryId=1404,10,"Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 77",75 м²,,,,Агентство,Новострой,,
Продам,Sky House,2,103079854,Квартира с ливингом,15,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",3-х комнатная квартира,,136 000 €,Белый вариант,Kирпичный,https://999.md/ru/103079854?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE2MTAzMTMsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwNzk4NTQiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiNjVlMjFhYjYtMjQxMC00YmJjLTkwNWEtNWVjOTExZDI3NGU0IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNlQxMDo0NToxMy41Mzk2MTkzNTZaIn19.ELT7whKPqWxO9_SWLmSGuDcPh6i78QSnr6lEJAcl2dw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=17560&cardCategoryId=270&cardSubcategoryId=1404,18,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 3",108 м²,Подземная,2,,Застройщик,Новострой,,
